"shop_no","rgn2_nm","content"
"749039","강남구","고기, 한식, 게알백반, 새우장, 밥집, 친구들이랑, 깔끔, 촉촉, 밥한공기뚝딱, 게장, 입에서순삭, 정갈한, 재료가신선한, 전복장백반, TV맛집, 점심에붐비는, 짭짤한, 입맛없을때, 새우장백반, 미쉐린가이드, 탱글탱글, 맛점, 전복장, 연인끼리"
"753769","서초구","한식, NEW, 철판, 바베큐오리, 보쌈, 고등어조림정식, 매콤, 해산물덕후, 가족식탁용, 아이와어른함께, 매운음식덕후, 재료가신선한, 따끈한, 쭈꾸미세트, 착한가격, 쫄깃쫄깃, 맛있게매운, 건강해지는느낌, 고등어구이정식, 불맛, 고소한, 탱글탱글, 보양식, 쭈꾸미정식"
"759389","관악구","일식·회, 회사동료랑, 친구들이랑, 회식, 해산물덕후, 깔끔, 저녁, 촉촉, 한잔하고싶을때, 홍어회, 입에서순삭, 초밥, 우럭회, 송년회, 재료가신선한, 회무침, 갓스시, 연어, 적당한, 사르르녹는, 튀김덕후, 광어회, 세꼬시, 물회, 담백"
"787107","용산구","디저트·커피, NEW, 주말, 썸남썸녀랑, 달콤, 음료판매, 깔끔, 시원한, 디저트홀릭, 베이커리, 빵덕후, 향이좋은, 카페라떼, 콜드브루, 여자들끼리, 따끈한, 콜드브루라떼, 간식, 아메리카노, 카페, 연인끼리"
"799716","마포구","null"
"606819","강남구","한식, 육식인간, 한강공원, 비오는날, 저녁에붐비는, 밥집, 불고기, 연탄파불고기도시락, 친구들이랑, 회식, 헤비한메뉴, 저녁, 음료판매, 사시사철, 고기성애자, 프랜차이즈, 연탄불고기도시락, 육즙이흐르는, 원조, 부담없는, 안주로딱좋은, 쫀득, 기름진, 고추장불고기, 연탄고추장불고기도시락, 불맛, 연중무휴, 사무실"
"607085","강남구","일식·회, 고기, 한식대첩, 취향저격, 연어사시미, 달콤, 한끼식사되는, 육회, 친구들이랑, 매콤, 회식, 저녁, 육사시미, 부드러운, 맑은국물, 비쥬얼, 안주로딱좋은, 동창모임, 입에서순삭, 여자들끼리, 얼큰, 남자들끼리, 안주가맛있는, 집밥, 연인끼리, 저녁에붐비는, 고기성애자, 탄성자동발사, 사시사철, 깔끔, 시원한, 촉촉, 고퀄리티, 가볍게먹기좋은, 재료가신선한, 고급스러운, 포차, 담백"
"611876","부천시","디저트·커피, 재주문욕구, SEMIFIVE, 여름, 점심, 시원한, 다이어터, 해쨍쨍, 세트메뉴가있는, 내방, 사포나리아스무디, 고퀄리티, 홈메이드, GREENDETOX, 가볍게먹기좋은, 재료가신선한, 저칼로리, 새싹보리, 혼밥, 간식, 건강해지는느낌, 카페, 기본두유, 연중무휴, 사무실, 상큼"
"632617","관악구","디저트·커피, 패밀리, 달콤, 음료판매, 친구들이랑, 해쨍쨍, 프랜차이즈, 내방, 하프갤론, 아이스크림, 미국식, 혼밥, 간식, 동아리방, 치즈덕후, 카페, 썸남썸녀랑, 사시사철, 시원한, 디저트홀릭, 촉촉, 폭염, 쿼터, 가성비갑, 캠퍼스안, 가볍게먹기좋은, 꿀조합, 버라이어티팩, 아이스크림케이크, 고소한, 파인트"
"639494","서초구","분식, 주말, 한끼식사되는, 친구들이랑, 내방, 맑은국물, 분식, 남자들끼리, 야채김밥, 만두, 혼밥, 맛점, 사무실, 쌀쌀할때, 사시사철, 점심, 촉촉, 떡만두국, 모듬만두, 김밥, 가족식탁용, 꿀조합, 따끈한, 간편하게먹기, 김치만두, 짭짤한, 야식, 김치참치볶음밥, 24시간영업"
"643696","강남구","디저트·커피, 한끼식사되는, 크림치즈레드벨벳, 저녁, 크림치즈레인보우, 비쥬얼, 여자들끼리, 저칼로리, 브런치, 착한가격, 크레이프, 크레이프케이크, 이색맛집, 카페, 밀가루덕후, 상큼, 1인메뉴, 레알인정, 빨리먹을수있는, 에멘탈치즈케이크, 건강빵, 탄성자동발사, 사시사철, 점심, 깔끔, 촉촉, 빵덕후, 아이와어른함께, 부담없는, 힐링푸드, 가볍게먹기좋은, 꿀조합, 에멘탈치즈, 빵집, 대박, 간편하게먹기, 쫄깃쫄깃, 쫀득, 담백"
"654168","서초구","아시안, 주말, 쌀쌀할때, 쌀국수, 음료판매, 탄성자동발사, 친구들이랑, 깔끔, 이국적, 월남쌈, 저녁, 세트메뉴가있는, 프랜차이즈, 가족식탁용, 향이좋은, 맑은국물, 풍미가깊은, 따끈한, 폭식하는날, 퇴근후, 혼밥, 볶음밥, 푸짐한, 숙취해소, 졸맛"
"666352","강남구","디저트·커피, 달콤, 음료판매, 친구들이랑, 그린티, 부드러운, 해쨍쨍, 프랜차이즈, 내방, 얼리먹답터, 여자들끼리, 홈메이드, 혼밥, 간식, 밀크티, 카페, 사무실, 연인끼리, 블랙밀크티, 사시사철, 초콜릿밀크, 캠퍼스안, 생자몽그린티, 가볍게먹기좋은, 망고마키아티, 점심에붐비는, 버블밀크티, 블랙마키아티, 취향저격"
"668251","강남구","한식, 브레이크타임있는, 한끼식사되는, 친구들이랑, 매콤, 회식, 해산물덕후, 저녁, 동창모임, 특이한메뉴, 활아구수육, 이색맛집, 아구탕, 사무실, 밥집, 입소문난, 선선할때, 점심, 사시사철, 세트메뉴가있는, 아구찜, 멍게비빔밥, 재료가신선한, 세젤맛, 따끈한, 쫄깃쫄깃, 숙취해소, 아구불고기, 아구전골, 담백"
"674424","강동구","분식, NEW, 튀김, 떡볶이"
"703150","은평구","일식·회, 연어사시미, 한끼식사되는, 음료판매, 친구들이랑, 돈까스, 저녁, 부드러운, 내방, 또먹고싶다, 안주로딱좋은, 일본느낌, 홈메이드, 안주가맛있는, 혼밥, 삼겹숙주볶음, 일식전문, 치즈깐쇼새우, 연어회, 바삭바삭, 사시사철, 점심, 깔끔, 혼술, 가성비갑, 두장돈까스, 따끈한, 닭모래집볶음, 튀김덕후, 고소한, 새우덮밥"
"705612","강남구","디저트·커피, 주말, 달콤, 음료판매, 시원한밀크티, Ice소금커피, 또먹고싶다, 특이한메뉴, 여자들끼리, 착한가격, 애플망고밀크쉐이크, 간식, 혼디, 밀크티, 이색맛집, 총좌빙, 카페, 졸맛, 연인끼리, 재주문욕구, 사시사철, 시원한, 이국적, 따끈한, HOT오리지날밀크티, 밀크티쉐이크, 고소한, 숨겨진맛집, 취향저격"
"708463","광진구","한식, 불고기, 덮밥"
"709039","서초구","한식, 쌀쌀할때, 회사동료랑, 밥집, 국밥성애자, 속이풀리는, 직원이자신있어하는, 점심, 깔끔, 진한국물, 속이든든한, 소고기국밥, 국물덕후, 남자들끼리, 따끈한, 콩나물국밥, 얼큰해장국, 아국국, 착한가격, 푸짐한, 집밥, 국밥"
"717435","고양시 일산동구","아시안, NEW, 붉은대게"
"722575","성남시 분당구","디저트·커피, 핫도그, 떡볶이"
"727601","구로구","고기, 한식, 감자탕, 감자국"
"727941","양천구","한식, 쭈꾸미"
"733472","계양구","디저트·커피, 양식, 크랜베리닭가슴살치아바타, 지중해식치킨샐러드, 유럽식, 수제함바그, 수제오리지널함바그, 수제눈꽃치즈함바그, 디저트홀릭, 프랑스리옹샐러드, 베이커리, 부드러운, 나들이, 드레싱이맛있는, 샐러드바, 고퀄리티, 유기농, 필리치즈스테이크, 여자들끼리, 홈메이드, 재료가신선한, 브런치, 치아바타, 건강해지는느낌, 카페, 분위기낼때, 친환경, 상큼, 담백"
"742071","노원구","아시안, 타코야끼, 오코노미야끼"
"744520","성남시 분당구","한식, 산나물, 낙지볶음"
"749410","성북구","디저트·커피, 밤식빵, 치즈식빵"
"750538","강남구","일식·회, 주말, 모찌리도후, 고기성애자, 친구들이랑, 고깃집, 회식, 나베, 해산물덕후, 저녁, 이자카야, 가라아게, 육즙이흐르는, 일본느낌, 명란구이, 여자들끼리, 고노와다, 나가사키짬뽕, 재료가신선한, 토마토홍합스튜, 짭짤한, 일식전문, 고소한, 담백"
"761212","마포구","일식·회, NEW, 씨푸드카레, 세트메뉴가맛있는, 친구들이랑, 매콤, 이거저거다맛있음, 소스가맛있는, 버섯카레, 포크카레, 카레전문, 저녁, 향이좋은, 밥한공기뚝딱, 치킨카레, 가성비갑, 여자들끼리, 포테이토카레, 카레, 간편하게먹기, 짭짤한, 토핑이다양한, 런치세트, 고씨네황제카레, 맛점"
"762283","성남시 분당구","한식, NEW, 감자탕, 등뼈찜"
"790217","동대문구","null"
"798055","강남구","null"
"802326","강남구","null"
"615756","고양시 일산동구","한식, 브레이크타임있는, 친구들이랑, 저녁, 진한국물, 속이든든한, 안주로딱좋은, 얼큰, 찬바람쌩쌩, 남자들끼리, 면덕후, 푸짐한, 부대찌개, 집밥, 쌀쌀할때, 꿀맛, 밥집, 고기성애자, 입소문난, 사시사철, 점심, 국밥성애자, 아이와어른함께, 부담없는, 꿀조합, 따끈한, 밥볶아먹기좋은, 사리넣으면맛있는, 건강해지는느낌, 숙취해소, 연중무휴, 갓집밥, 담백"
"642160","고양시 덕양구","한식, 포차, 취향저격, 달콤, 친구들이랑, 매콤, 회식, 저녁, 부드러운, 진한국물, 비쥬얼, 떡볶이, 속이든든한, 안주로딱좋은, 진짜부산어묵탕, 동창모임, 특이한메뉴, 여자들끼리, 왕주먹오돌뼈, 얼큰, 남자들끼리, 푸짐한, 이색맛집, 통마늘닭똥집, 밀가루덕후, 연인끼리, 주민부대찌개, 비오는날, 겨울, 바삭바삭, 고기성애자, 입소문난, 사시사철, 어묵탕, 깔끔, 꿀조합, 고급스러운, 통오징어국물떡볶이, 따끈한, 쫀득, 쫄깃쫄깃, 야식, 아빠옛날치킨한마리, 담백"
"648102","용산구","일식·회, 주말, 브레이크타임있는, 한끼식사되는, 음료판매, 회식, 저녁, 내방, 향이좋은, 활광어덮밥, 착한가격, 혼밥, 푸짐한, 생선초밥, 졸맛, 사무실, 연어롤, 밥집, 점심, 깔끔, 세트메뉴가있는, 가족식탁용, 시소모듬생선초밥, 가성비갑, 새우간장밥, 재료가신선한, 갓스시, 모듬회, 담백"
"654324","강남구","아시안, 꿀맛, 쌀국수, 썸남썸녀랑, 밥집, 볶음면, 매콤, 선선할때, 연어크림파스타, 점심, 저녁, 이국적, 내방, 또먹고싶다, 향이좋은, 캠퍼스안, 가을, 여자들끼리, 굴탕면, 풍미가깊은, 대박, 자극적인, 이색맛집, 졸맛, 사무실, 연인끼리"
"662779","강남구","디저트·커피, 연중무휴, 달콤, 음료판매, 친구들이랑, 시원한, 프랜차이즈, 폭염, 향이좋은, 프레즐, 캠퍼스안, 까페, 허니버터브레드, 자바칩탐앤치노, 여자들끼리, 빵집, 대박, 브런치, 또띠아피자, 플레인요거트스무디, 혼디, 간식, 24시간영업, 동아리방, 가벼운식사, 1인메뉴, 사무실, 연인끼리"
"673918","송파구","양식, 기분내기, 유럽식, 한끼식사되는, 케이준치킨샐러드, 저녁, 봉골레, 집에서데이트, 고르곤졸라, 고르곤졸라피자, 해물리조또, 여자들끼리, 드레싱이맛잇는, 마르게리따, 점저, 밀가루덕후, 상큼, 연인끼리, 썸남썸녀랑, 바삭바삭, 이탈리안레스토랑, 입소문난, 점심, 재료가신선한, 고급스러운, 불고기필라프, 쫀득, 연중무휴, 담백"
"697214","마포구","일식·회, 아시안, 주말, 쌀국수, 썸남썸녀랑, 밥집, 입소문난, 선선할때, 깔끔, 소스가맛있는, 저녁, 월남쌈, 짱맛, 내방, 나들이, 향이좋은, 진한국물, 여자들끼리, 세젤맛, 따끈한, 이색맛집, 숙취해소, 사무실, 담백"
"709013","성동구","고기, 한식, 막국수, 닭갈비"
"714593","강남구","일식·회, 심야식당, 회식, 해산물덕후, 깔끔, 알탕, 저녁, 하이엔드, 부드러운, 오도로, 안주로딱좋은, 일본느낌, 동창모임, 연어초밥, 매운탕, 초밥, 재료가신선한, 고급스러운, 갓스시, 참치, 사르르녹는, 야식, 일식전문, 지리탕"
"718802","강서구","아시안, 분짜, 쌀국수"
"719512","송파구","디저트·커피, 치즈타르트, 썸남썸녀랑, 아몬드튀일, 달콤, 입소문난, 깔끔, 애플크럼블타르트, 인스타맛집, 베이커리, 디저트홀릭, 향이좋은, 비쥬얼, 고퀄리티, 입에서순삭, 여자들끼리, 브런치, 송파주민인정, 간식, 에그타르트, 단호박크림치즈타르트, 카페, 고소한, 상큼, 연인끼리"
"720545","광진구","고기, 삼계탕, 뼈해장국"
"735915","영등포구","디저트·커피, 아삭아삭, 간이약한, 깔끔, 샐러드, 다이어터, 스파이시크림연어, 샐러드바, 새콤, 가볍게먹기좋은, 재료가신선한, 저칼로리, 유자폰즈연어, 짭짤한, 아메리칸푸드, 스프, 하와이안클래식참치, 카일루아쉬림프샐러드, 토핑이다양한, 탱글탱글, 맛집사냥꾼, 담백"
"737518","수원시 영통구","한식, 코다리, 시래기"
"741916","성동구","디저트·커피, 아삭아삭, 주말, 이국적, 디저트홀릭, 인스타맛집, 다이어터, 샐러드바, 아보카도샐러드, 비쥬얼, 라떼, 새콤, 여자들끼리, 재료가신선한, 파니니, 저칼로리, 샌드위치, 탱글탱글, 카페, 연인끼리"
"742726","성남시 분당구","아시안, 팟타이, 나시고랭"
"750985","광진구","디저트·커피, 젤라또, 아메리카노"
"751471","강동구","디저트·커피, 아메리카노, 요거트"
"756754","중구","양식, NEW, 입에서불나는, 경양식, 회사동료랑, 한끼식사되는, 바삭바삭, 고추장목살필라프, 점심, 소스가맛있는, 필라프, 찹스테이크, 가성비갑, 후쿠오카커틀릿, 점심에붐비는, 간편하게먹기, 착한가격, 짭짤한, 튀김덕후, 고소한, 차돌박이샐러드파스타, 연인끼리"
"761394","은평구","분식, 한식, 쫄면, 김밥"
"785196","송파구","디저트·커피, NEW, 구슬빙수, 아메리카노"
"787543","관악구","디저트·커피, NEW, 아삭아삭, 한끼식사되는, 친구들이랑, 점심, 소스가맛있는, 패스트푸드, 베이커리, 드레싱이맛있는, 브런치, 간편하게먹기, 짭짤한, 혼밥, 간식, 샌드위치, 이색맛집, 빨리먹을수있는"
"793367","강남구","한식, NEW, 밀면, 만두"
"793878","강남구","null"
"795300","영등포구","null"
"797301","송파구","null"
"799470","용산구","고기, NEW, 브런치, 치킨"
"588306","강남구","고기, 한식, 주말, 저녁에붐비는, 밥집, 친구들이랑, 회식, 닭한마리, 음료판매, 저녁, 퓨전한식, 진한국물, 캠퍼스안, 동창모임, 얼큰, 찬바람쌩쌩, 세젤맛, 남자들끼리, 밥볶아먹기좋은, 폭식하는날, 감자탕, 과방, 닭도리탕, 푸짐한, 닭백숙, 사무실"
"608602","강남구","고기, 양식, 오지치즈후라이즈, 치킨텐더샐러드, 골드코스트코코넛쉬림프"
"614599","강남구","양식, 빨리먹을수있는, 주말, 바삭바삭, 칠리치즈나쵸, 외국인친구랑, 시원한, 저녁, 이국적, 해쨍쨍, 집에서데이트, 프랜차이즈, 폭염, 캠퍼스안, 부담없는, 여자들끼리, 브런치, 자극적인, 야구장, 멕시코전문점, 짭짤한, 동아리방, 이색맛집, 리코타토스타다, 레알인정, 연인끼리"
"615329","강서구","고기, 한식, 아삭아삭, 주말, 매콤, 회식, 매콤통갑오징어조림, 프랜차이즈, 내방, 속이든든한, 매콤통오징어조림, 찬바람쌩쌩, 8090, 송년회, 황태해장국, 자극적인, 보양식, 사무실, 겨울, 밥집, 점심, 세트메뉴가있는, 매콤명태조림, 중독성쩔어, 매운음식덕후, 따끈한, 대박, 명태매운탕, 사리넣으면맛있는, 숨겨진맛집, 숙취해소"
"618647","강남구","한식, 갓집밥, 간이약한, 한끼식사되는, 겨울, 밥집, 쌀덕후, 점심, 깔끔, 내방, 가족식탁용, 아이와어른함께, 해물죽, 가정식, 속이든든한, 낙지김치죽, 찬바람쌩쌩, 쇠고기버섯죽, 매생이굴죽, 전복죽, 혼밥, 건강해지는느낌, 고소한, 집밥, 숙취해소, 1인메뉴, 보양식, 담백"
"677191","송파구","일식·회, 담백, 주말, 특에비동, 한끼식사되는, 덮밥덕후, 쌀덕후, 규동, 점심, 깔끔, 가라아게동, 가정식, 부담없는, 여자들끼리, 사케동, 재료가신선한, 브런치, 점심에붐비는, 간편하게먹기, 착한가격, 사르르녹는, 돈가츠가라아게동, 혼밥, 건강해지는느낌, 가츠동, 숨겨진맛집, 가벼운식사, 연인끼리"
"705966","강남구","양식, 새우야끼소바, 스파이시포크, 달콤, 한끼식사되는, 음료판매, 부드러운, 프랜차이즈, 내방, 입에서순삭, 홈메이드, 새우, 아메리칸푸드, 혼밥, 치킨, 사무실, 재주문욕구, 회사동료랑, 사시사철, 핫윙, 샐러드, 점심, 데리야끼, 고퀄리티, 부담없는, 재료가신선한, 비프, 점심에붐비는, 간편하게먹기, 짭짤한, 야식"
"706875","동작구","양식, 아삭아삭, 친구들이랑, 이탈리안, 패스트푸드, 프랜차이즈, 또먹고싶다, 미국식, 치킨까르보나라, 혼밥, 간식, 샌드위치, 아메리카노, 허니리코타치즈샐러드, 가벼운식사, 트레디셔널, 꿀맛, 건강빵, 사시사철, 점심, 깔끔, 시원한, 빵덕후, 캠퍼스안, 부담없는, 피자, 재료가신선한, 건강해지는느낌, 오리지널피자, 과방"
"722693","부평구","고기, 한식, 단짠단짠, 담백, 바베큐치킨, 친구들이랑, 매콤, 닭한마리, 저녁, 순살바베큐치킨, 초복중복말복, 무한리필, 주당, 맑은국물, 가성비갑, 안주로딱좋은, 오돌뼈, 국물덕후, 찬바람쌩쌩, 따끈한, 짭짤한, 치맥, 닭볶음탕, 밥말아먹기좋은, 연인끼리"
"722951","부천시","한식, 부대찌개, 부대전골"
"731479","강남구","디저트·커피, 쌀쌀할때, 음료판매, 입소문난, 깔끔, 초복중복말복, 시골집느낌, 속이든든한, 원조, 힐링푸드, 풍미가깊은, 따끈한, 쌍화차, 건강해지는느낌, 카페, 보양식, 쌉싸름, 홍삼차"
"738443","중구","아시안, 쌀국수, 볶음밥"
"738999","수원시 영통구","디저트·커피, 아메리카노, 카페라떼"
"739336","용산구","양식, 단짠단짠, 주말, 바삭바삭, 음료판매, 친구들이랑, 낮술, 이국적, 인스타맛집, 피맥, 스테이크, 안주로딱좋은, 치즈버거, 특이한메뉴, 스파게티, 로제스파게티, 리코타치즈피자, 치킨스테이크, 펍, 이색맛집, 해물플래터, 치맥, 바베큐플래터, 연인끼리"
"743779","용산구","양식, 기분내기, 달콤, 소스가맛있는, 저녁, 이국적, 부드러운, 스테이크, 스트레스풀자, 한잔하고싶을때, 커리고트, 비쥬얼, 고퀄리티, 여자들끼리, 세젤맛, TV맛집, 저크치킨플래터, 단골폭발, 하프앤하프, 짭짤한, 샌드위치, 저크립스플레터, 숨겨진맛집, 맛집사냥꾼, 연인끼리"
"746533","송파구","한식, 곰탕, 수육"
"747656","강북구","일식·회, 초밥, 회"
"747698","강북구","고기, 한식, 제육볶음, 불고기"
"748111","마포구","null"
"752332","관악구","일식·회, 돌초밥세트, 모듬초밥, 저녁에붐비는, 해산물덕후, 깔끔, 시원한, 촉촉, 부드러운, 특초밥, 가성비갑, 일본느낌, 초밥, 정갈한, 재료가신선한, 연어덮밥, 짭짤한, 연어세트, 푸짐한, 일식전문, 회덮밥, 숨겨진맛집, 담백"
"754200","송파구","양식, NEW, 수제버거, 프렌치프라이"
"778653","영등포구","일식·회, 한식, NEW, 소고기타다키덮밥, 친구들이랑, 해산물덕후, 저녁, 이국적, 촉촉, 이자카야, 소고기덮밥, 일본느낌, 닭고기덮밥, 여자들끼리, 생연어덮밥, 짭짤한, 덮밥, 야식, 일식전문, 불맛, 고소한, 탱글탱글, 연인끼리"
"782794","관악구","분식, 양식, NEW, 경양식, 분식덕후, 한끼식사되는, 바삭바삭, 밥집, 친구들이랑, 돈까스, 점심, 소스가맛있는, 저녁, 함박스테이크, 아이와어른함께, 기름진, 튀김덕후, 혼밥, 치즈고구마돈까스, 고소한, 밀가루덕후"
"787364","관악구","고기, 한식, NEW, 입에서불나는, 회사동료랑, 쭈꾸미새우, 매콤, 회식, 해산물덕후, 점심, 저녁, 혼술, 밥한공기뚝딱, 입에서순삭, 쭈꾸미, 매운음식덕후, 쭈삼, 밥볶아먹기좋은, 쫄깃쫄깃, 짭짤한, 야식, 불맛, 쭈꾸미삼겹"
"796208","강남구","null"
"797365","강남구","디저트·커피, 양식, NEW, 육식인간, 도시락, 주말, 고기성애자, 점심, 깔끔, 저녁, 촉촉, 부드러운, 집에서데이트, 버팔로스틱, 페퍼로니피자, 입에서순삭, 피자, 풍미가깊은, 파티박스, 콘치즈피자, 미국식, 아메리칸푸드, 고소한, 치킨, 케이크"
"797902","중구","null"
"595665","강남구","한식, 달콤, 친구들이랑, 매콤, 회식, 저녁, 부드러운, 프랜차이즈, 진한국물, 비쥬얼, 안주로딱좋은, 동창모임, 얼큰, 찬바람쌩쌩, 남자들끼리, 속초참골뱅이숙회, 안주가맛있는, 사르르녹는, 푸짐한, 집밥, 가벼운식사, 졸맛, 쌀쌀할때, 주먹밥, 속초두루묵매운탕, 밥집, 생선찜, 사시사철, 점심, 생선모듬찜, 세트메뉴가있는, 아이와어른함께, 매콤명태조림, 매운음식덕후, 따끈한, 쫀득, 명태조림, 런치세트, 숨겨진맛집, 숙취해소, 취향저격"
"622999","강남구","분식, 쌀쌀할때, 겨울, 음료판매, 친구들이랑, 매콤, 점심, 까르보나라떡볶이, 세트메뉴가있는, 나들이, 캠퍼스안, 부담없는, 분식, 여자들끼리, 홈메이드, 매운음식덕후, 꿀조합, 따끈한, 간장불고기떡볶이, 밥볶아먹기좋은, 사리넣으면맛있는, 착한가격, 쫀득, 치즈가흐르는, 푸짐한"
"632633","송파구","디저트·커피, 패밀리, 달콤, 여름, 해쨍쨍, 집에서데이트, 내방, 하프갤론, 여자들끼리, 아이스크림, 사르르녹는, 혼밥, 간식, 동아리방, 카페, 레알인정, 상큼, 사무실, 시원한, 아이와어른함께, 쿼터, 가성비갑, 힐링푸드, 가볍게먹기좋은, 버라이어티팩, 초코덕후, 간편하게먹기, 쫀득, 야식, 아이스크림케이크, 파인트"
"639111","부천시","한식, 쭈꾸미두루치기, 음료판매, 친구들이랑, 매콤, 저녁, 입에서순삭, 여자들끼리, 자극적인, 푸짐한, 졸맛, 연인끼리, 밥집, 입소문난, 헤비한메뉴, 양념등갈비, 사시사철, 중독성쩔어, 매운음식덕후, 밥볶아먹기좋은, 대박, 단골폭발, 퇴근후, 쫄깃쫄깃, 야식, 불맛, 숨겨진맛집, 연중무휴, 취향저격"
"649910","서초구","디저트·커피, 단짠단짠, 사무실, 회사동료랑, 여름, 먼치킨30입, 음료판매, 시원한, 도너츠10팩, 패스트푸드, 베이커리, 부드러운, 해쨍쨍, 짱맛, 내방, 커피팩, 나들이, 아이와어른함께, 도너츠, 부담없는, 입에서순삭, 가을, 간식, 커피, 가벼운식사, 밀가루덕후, 맛점, 연인끼리"
"653234","강남구","한식, 사무실, 회사동료랑, 한끼식사되는, 밥집, 고기성애자, 꽃등심스테이크, 점심, 사시사철, 촉촉, 짱맛, 내방, 불갈비, 왕갈비김치찜, 쭈꾸미불고기, 가성비갑, 육즙이흐르는, 풍미가깊은, 따끈한, 간편하게먹기, 활력낙지볶음, 고소한, 숨겨진맛집, 집밥, 1인메뉴, 레알인정, 맛점"
"664216","강남구","고기, 양식, 비비큐스테이크, 삼겹크리스피스테이크, 차돌양지쌀국수, 삼겹핫스테이크, 함박스테이크, 투고스테이크"
"672676","강동구","디저트·커피, 블랙밀크티, 홍콩망고젤리, 음료판매, 친구들이랑, 점심, 부드러운, 내방, 타로스무디, 캠퍼스안, 부담없는, 딸기스무디, 여자들끼리, 홈메이드, 오레오초코스무디, 간편하게먹기, 쿨블루라즈베리스무디, 혼밥, 간식, 버블티, 치즈가흐르는, 고소한, 빨리먹을수있는"
"683229","동작구","한식, 낙지덮밥, 낙지해물파전, 낙지해물찜, 명태찜, 연포탕, 낙지해물탕"
"686709","서초구","한식, 쌀쌀할때, 브레이크타임있는, 주말, 비오는날, 김치찌개정식, 밥집, 친구들이랑, 불고기, 입소문난, 탄성자동발사, 점심, 직원이자신있어하는, 또먹고싶다, 진한국물, 가정식, 속이든든한, 얼큰, 풍미가깊은, 재료가신선한, 따끈한, 고소한, 김치찌개, 갓집밥, 매콤불고기, 졸맛"
"702107","양천구","디저트·커피, 패밀리, 달콤, 여름, 음료판매, 프랜차이즈, 내방, 하프갤론, 여자들끼리, 아이스크림, 기념일, 사르르녹는, 혼밥, 간식, 치즈덕후, 카페, 사무실, 연인끼리, 꿀맛, 시원한, 디저트홀릭, 폭염, 아이와어른함께, 쿼터, 부담없는, 버라이어티팩, 쫀득, 야식, 아이스크림케이크, 파인트"
"705698","강남구","아시안, 짬뽕, 짜장면, 짬짜면, 탕수육, 볶음밥, 비빔짬뽕"
"714378","중구","고기, 한식, 불닭, 계란찜"
"715361","용산구","디저트·커피, 아메리카노, 머핀, 1인메뉴"
"727239","금천구","분식, 한식, 국수, 우동"
"727288","성북구","한식, 삼계탕"
"730689","양천구","양식, 빠네, 까르보나라"
"733891","강남구","고기, 회사동료랑, 막창, 회식, 깔끔, 저녁, 곱창, 한잔하고싶을때, 안주로딱좋은, 중독성쩔어, 곱창전골, 재료가신선한, 남자들끼리, 밥볶아먹기좋은, 안주가맛있는, 소곱육개장, 퇴근후, 짭짤한, 야식, 볶음밥, 탱글탱글, 포차"
"737467","강남구","고기, NEW, 회사동료랑, 쭈꾸미볶음도시락, 매콤, 고깃집, 회식, 목살, 우삼겹구이, 주당, 철판요리, 스트레스풀자, 한잔하고싶을때, 육즙이흐르는, 안주로딱좋은, 목살구이, 고추장삼겹살도시락, 퇴근후, 야식, 맛있게매운, 삼겹살, 순두부찌개, 고소한, 삼겹살구이, 포차"
"739588","관악구","양식, 담백, 주말, 파타타, 유럽식, 썸남썸녀랑, 빠에야, 직원이자신있어하는, 외국인친구랑, 저녁, 이국적, 촉촉, 오믈렛, 고퀄리티, 특이한메뉴, 여자들끼리, 재료가신선한, 또띠야, 현지인운영, 레알인정, 연인끼리"
"740256","강남구","디저트·커피, 담백, 달콤, 무설탕수제요거트, 크림치즈호두파이, 바삭바삭, 건강빵, 직원이자신있어하는, 디저트홀릭, 베이커리, 허니티라미수, 고퀄리티, 우유크림호두파이, 달지않은, 티라미수, 여자들끼리, 시그니처호두파이, 홈메이드, 호두파이, 빵집, 브런치, 간식, 오리지널피칸파이, 고소한, 연인끼리"
"742809","광진구","일식·회, 참치, 스시"
"755266","광진구","양식, 돈가스, 카레라이스"
"755937","광진구","디저트·커피, 샌드위치, 아메리카노"
"758169","강남구","일식·회, 단짠단짠, 회사동료랑, 모듬꼬치, 바삭바삭, 냉모밀, 친구들이랑, 이국적, 이자카야, 주당, 한잔하고싶을때, 편맥과함께, 안주로딱좋은, 문어초회, 간장새우장, 퇴근후, 야식, 튀김덕후, 일본오뎅탕, 메로소금구이, 가벼운식사, 포차"
"762854","계양구","일식·회, NEW, 초밥, 사시미"
"763438","관악구","일식·회, 치즈믹스가츠동, 한끼식사되는, 바삭바삭, 덮밥덕후, 친구들이랑, 믹스가츠동, 규동, 점심, 에비가츠동, 가정식, 가성비갑, 캠퍼스안, 밥한공기뚝딱, 일본느낌, 사케동, 짭짤한, 튀김덕후, 혼밥, 가츠동, 점저, 연인끼리"
"782196","관악구","디저트·커피, NEW, 패밀리, 달콤, 여름, 이거저거다맛있음, 시원한, 디저트홀릭, 부드러운, 해쨍쨍, 폭염, 아이와어른함께, 바로먹는와츄원, 입에서순삭, 하프갤론, 새콤, 버라이어티팩, 아이스크림, 사르르녹는, 간식, 나눠먹는와츄원, 맛있으면0칼로리, 아이스크림케이크, 핸드팩세트, 카페, 연인끼리"
"792857","강서구","null"
"796968","송파구","null"
"799542","강남구","null"
"799884","관악구","null"
"802452","용산구","null"
"802506","중구","null"
