"shop_no","rgn2_nm","content"
"740518","고양시 일산동구","고기, 한식, 숯불고기, 매운갈비찜"
"741099","광진구","일식·회, 육회, 연어"
"742898","성남시 분당구","일식·회, 742898"
"750989","광진구","분식, 쫄면, 김밥"
"751725","은평구","디저트·커피, 아이스크림, 아이스크림케이크"
"752603","송파구","일식·회, NEW, 토시살찹스테이크, 채끝등심스테이크, 바삭바삭, 친구들이랑, 깔끔, 저녁, 양갈비스테이크, 촉촉, 이자카야, 모둠사시미, 부드러운, 주당, 고퀄리티, 안주로딱좋은, 일본느낌, 정갈한, 재료가신선한, 생연어사시미, 퇴근후, 야식, 일식전문"
"770629","강동구","디저트·커피, NEW, 디저트, 아메리카노"
"775282","영등포구","아시안, NEW, 소고기쌀국수, 분짜, 쌀국수, 매콤, 쌀덕후, 친구들이랑, 파인애플볶음밥, 속이풀리는, 깔끔, 점심, 향이좋은, 맑은국물, 동남아음식, 초계냉쌀국수, 국물덕후, 따끈한, 면덕후, 착한가격, 혼밥, 숙취해소"
"784094","영등포구","한식, NEW, 회사동료랑, 겨울, 여름, 밥집, 매콤, 동태전골, 선선할때, 점심, 알탕, 낮술, 저녁, 해산물덕후, 주당, 동태탕, 폭염, 아구찜, 매운음식덕후, 남자들끼리, 황태해장국, 따끈한, 동태찜, 동태, 밥말아먹기좋은"
"784753","도봉구","null"
"786070","광진구","아시안, 양식, 피자, 파스타"
"792963","강남구","고기, 한식, NEW, 순대, 수육"
"793113","서초구","일식·회, 고기, NEW, 육식인간, 고향의맛, 육회, 한우육회마끼, 고기성애자, 산낙지탕탕이, 깔끔, 저녁, 촉촉, 주당, 부드러운, 한잔하고싶을때, 동창모임, 재료가신선한, 생연어사시미, 한우육회무침밥, 야식, 물육회, 고소한, 탱글탱글, 담백"
"796452","중구","null"
"633214","송파구","고기, 한식, 돼지불고기비빔밥, 한끼식사되는, 돼지불백비빔, 돼지불고기, 돼지불백, 밥집, 매콤, 낮술, 저녁, 혼술, 낙지볶음, 원조, 안주로딱좋은, 꿀조합, 남자들끼리, TV맛집, 밥볶아먹기좋은, 간편하게먹기, 착한가격, 쫀득, 기름진, 쫄깃쫄깃, 혼밥, 이색맛집, 불맛, 부대찌개, 담백"
"648226","관악구","고기, 한식, 담백, 친구들이랑, 속이풀리는, 모듬수육, 뼈해장국, 저녁, 부드러운, 순대국, 내방, 순대국정식, 진한국물, 속이든든한, 얼큰, 살코기순대국정식, 찬바람쌩쌩, 착한가격, 혼밥, 푸짐한, 집밥, 사무실, 심야식당, 쌀쌀할때, 회사동료랑, 겨울, 밥집, 국밥성애자, 점심, 깔끔, 눈오는날, 물냉면정식, 뼈해장국정식, 캠퍼스안, 정갈한, 야식, 숙취해소, 밥말아먹기좋은, 고향의맛"
"669319","관악구","일식·회, 도미, 광어, 친구들이랑, 음료판매, 회식, 선선할때, 사시사철, 시원한, 우럭, 저녁, 해산물덕후, 세트메뉴가있는, 나들이, 가성비갑, 안주로딱좋은, 얼큰, 재료가신선한, 갓스시, 기념일, 쫀득, 광어회, 푸짐한, 모듬회, 일식전문, 숨겨진맛집, 보양식, 담백"
"674204","강동구","양식, 한끼식사되는, 음료판매, 돈까스, 나들이, 웨이팅긴곳, 숙주우삼겹라이스, 육즙이흐르는, 여자들끼리, 홈메이드, 통영식멍게비빔밥, 생등심돈가스, 일식전문, 연인끼리, 비오는날, 바삭바삭, 우삼겹, 트리플치즈돈가스, 입소문난, 점심, 깔끔, 사시사철, 캠퍼스안, 따끈한, 대박, 점심에붐비는, 튀김덕후, 고로케, 치즈가흐르는, 고소한"
"687464","용산구","일식·회, 꿀맛, 바삭바삭, 밥집, 점심, 저녁, 가라아케, 가성비갑, 속이든든한, 부담없는, 입에서순삭, 힐링푸드, 여자들끼리, 남자들끼리, 착한가격, 덮밥, 치즈순살치킨, 혼밥, 푸짐한, 점저, 레알인정"
"693673","성북구","양식, 한끼식사되는, 특식, 음료판매, 돈까스, 저녁, 내방, 향이좋은, 정식, 여자들끼리, 등심, 콤보돈까스, 저칼로리, 워크샵, 브런치, 사르르녹는, 혼밥, 동아리방, 카페, 가벼운식사, 빨리먹을수있는, 레알인정, 연인끼리, 사무실, 꿀맛, 썸남썸녀랑, 데리돈까스, 입소문난, 점심, 깔끔, 빵덕후, 세트메뉴가있는, 가성비갑, 고퀄리티, 가볍게먹기좋은, 재료가신선한, 점심에붐비는, 간편하게먹기, 단골폭발, 건강해지는느낌, 과방, 눈꽃치즈돈까스"
"702087","서대문구","양식, 유럽식, 한끼식사되는, 바삭바삭, 음료판매, 스카치에그, 점심, 샐러드, 촉촉, 해쨍쨍, 세트메뉴가있는, 봄, 나들이, 얼리먹답터, 또먹고싶다, 가성비갑, 캠퍼스안, 안주로딱좋은, 특이한메뉴, 여자들끼리, 재료가신선한, 간편하게먹기, 혼밥, 건강해지는느낌, 이색맛집, 고소한, 카페, 숨겨진맛집"
"705265","중구","한식, 한끼식사되는, 음료판매, 매콤, 쭈꾸미만두, 웨이팅긴곳, 밥한공기뚝딱, 가을, 여자들끼리, 남자들끼리, 감자탕, 쭈꾸미삼겹, 맛점, 사무실, 회사동료랑, 밥집, 선선할때, 점심, 깔끔, 봄, 쭈꾸미모듬, 중독성쩔어, 부담없는, 쭈꾸미, 쭈꾸미비빔밥, 매운음식덕후, 재료가신선한, 점심에붐비는, 왕새우튀김, 불맛"
"705504","중구","분식, 일식·회, 돈까스"
"719491","성남시 분당구","아시안, 팟타이, 나시고랭"
"726135","관악구","분식, 돈까스, 생선까스"
"729059","수원시 영통구","고기, 한식, 한끼식사되는, 친구들이랑, 점심, 저녁, 주당, 부드러운, 가족식탁용, 뼈찜, 묵은지감자탕, 정통한식, 얼큰, 매운음식덕후, 밥볶아먹기좋은, 자극적인, 감자탕, 뼈다귀해장국, 집밥, 보양식"
"742040","서대문구","일식·회, 카레, 함박스테이크"
"742965","강북구","한식, 밥집, 친구들이랑, 국밥성애자, 속이풀리는, 깔끔, 점심, 가족식탁용, 맑은국물, 속이든든한, 국물덕후, 따끈한, 착한가격, 혼밥, 푸짐한, 부대찌개, 집밥"
"744700","성동구","디저트·커피, 주말, 달콤, 여름, 음료판매, 친구들이랑, 시원한, 디저트홀릭, 해쨍쨍, 폭염, 비쥬얼, 카페라떼, 힐링푸드, 주스, 브런치, 초코라떼, 간식, 카페, 숨겨진맛집"
"748126","마포구","일식·회, NEW, 돈까스냉모밀, 주말, 냄비돈까스, 고기성애자, 친구들이랑, 밥집, 돈까스, 규동, 해산물덕후, 저녁, 김치우동정식, 왕돈까스, 육즙이흐르는, 일본느낌, 낙지덮밥, 여자들끼리, 분식, 재료가신선한, 짭짤한, 덮밥, 칼칼한, 고소한, 담백"
"748275","송파구","고기, 한식, 한우곱창, 곱창전골"
"751726","부천시","디저트·커피, 아이스크림, 아이스크림케이크"
"760034","종로구","양식, NEW, 주말, 덮밥덕후, 깔끔, 점심, 이국적, 카레전문, 씨푸드차우면, 세트메뉴가있는, 커리, 치킨탕그리카밥, 향이좋은, 가성비갑, 힐링푸드, 탄두리세트, 따끈한, 칼칼한, 인도음식, 건강해지는느낌, 탄두리치킨, 연인끼리"
"767748","동대문구","고기, 한식, NEW, 해장국, 감자탕"
"779642","구로구","분식, 한식, NEW, 꼬마김밥"
"790148","도봉구","고기, 한식, NEW, 삼겹살, 부대찌개"
"790648","마포구","디저트·커피, NEW, 단짠단짠, 크림치즈스틱, 달콤, 블랙페퍼치즈핫도그, 촉촉, 베이커리, 핫도그, 세트메뉴가있는, 빵덕후, 또먹고싶다, 우울할때, 프레즐, 중독성쩔어, 아몬드크림치즈스틱, 여자들끼리, 빵집, 할라피뇨치즈핫도그, 짭짤한, 입맛없을때, 간식, 고소한, 아몬드프레즐, 밀가루덕후"
"791622","성남시 분당구","양식, NEW, 스파게티, 샐러드"
"792559","강서구","디저트·커피, 양식, NEW, 프라이, 버거"
"794950","강북구","일식·회, 한식, NEW, 연어회덮밥, 참치회덮밥"
"794979","고양시 일산동구","디저트·커피, NEW, 브레드, 플렛치노"
"799282","강남구","null"
"800048","금천구","null"
"620065","동작구","양식, 빨리먹을수있는, 고기치즈께사디야, 치즈가워터파크, 한끼식사되는, 꿀맛, 저녁에붐비는, 음료판매, 입소문난, 칠리치즈감자튀김, 저녁, 세트메뉴가있는, 편맥과함께, 안주로딱좋은, 여자들끼리, 가볍게먹기좋은, 재료가신선한, 남자들끼리, 새우고기부리또, 안주가맛있는, 착한가격, 푸짐한, 점저, 졸맛, 고기치미창가, 고기감자부리또"
"638575","서초구","한식, 청국장, 계란말이, 매콤, 직화구이, 입소문난, 밥집, 점심, 직원이자신있어하는, 특해물순두부, 세트메뉴가있는, 프랜차이즈, 또먹고싶다, 콩비지, 고퀄리티, 풍미가깊은, 찬바람쌩쌩, 따끈한, 혼밥, 건강해지는느낌, 푸짐한, 불맛, 고소한, 보양식, 사무실, 졸맛"
"638902","강남구","양식, 담백, 오징어먹물리조또, 유럽식, 음료판매, 친구들이랑, 매콤, 저녁, 비쥬얼, 고르곤졸라, 안주로딱좋은, 동창모임, 살라미, 여자들끼리, 저칼로리, 안주가맛있는, 브런치, 면덕후, 살라미플레이트, 치즈덕후, 가벼운식사, 밀가루덕후, 상큼, 연인끼리, 빨리먹을수있는, 이탈리안레스토랑, 건강빵, 입소문난, 사시사철, 점심, 깔끔, 촉촉, 빵덕후, 드레싱이맛있는, 부담없는, 머쉬룸샐러드, 힐링푸드, 가볍게먹기좋은, 간편하게먹기, 쫀득, 쫄깃쫄깃, 마레토마토파스타, 건강해지는느낌, 치즈가흐르는, 볼로냐식라쟈냐, 취향저격"
"650390","강남구","분식, 비오는날, 바삭바삭, 음료판매, 친구들이랑, 순대, 매콤, 사시사철, 점심, 탄성자동발사, 튀김, 내방, 떡볶이, 가성비갑, 캠퍼스안, 부담없는, 모듬튀김, 분식, 여자들끼리, 홈메이드, 가볍게먹기좋은, 따끈한, 오뎅, 간편하게먹기, 착한가격, 튀김덕후, 간식, 사무실"
"658282","강서구","고기, 양식, 오지치즈후라이즈, 치킨텐더샐러드, 골드코스트코코넛쉬림프"
"686576","강동구","한식, 심야식당, 주먹밥, 저녁에붐비는, 친구들이랑, 매콤, 입소문난, 음료판매, 사시사철, 프랜차이즈, 전골닭발, 무뼈닭발, 구이닭발, 웨이팅긴곳, 내방, 속이든든한, 중독성쩔어, 계란찜, 여자들끼리, 매운음식덕후, 따끈한, 단골폭발, 퇴근후, 쫀득, 야식, 쫄깃쫄깃, 치맥, 포차"
"695264","중랑구","분식, 레알인정, 한끼식사되는, 돈까스김치오므라이스, 밥집, 날치알톡톡김밥, 점심, 깔끔, 세트메뉴가있는, 모다기, 김밥, 내방, 아이와어른함께, 먹방BJ, 바싹소불고기덮밥, 부담없는, 라면, 재료가신선한, 따끈한, 점심에붐비는, 간편하게먹기, 생등심돈까스, 단골폭발, 동아리방, 점저, 졸맛, 빨리먹을수있는, 담백"
"697320","중랑구","고기, 한식, 주말, 친구들이랑, 매콤, 동태해물전골, 알탕, 저녁, 퓨전한식, 부드러운, 스트레스풀자, 내방, 나들이, 아구찜, 비쥬얼, 가성비갑, 동태내장탕, 안주로딱좋은, 동창모임, 얼큰, 매운음식덕후, 찬바람쌩쌩, 황태해장국, 자극적인, 푸짐한, 24시영업, 연중무휴, 버섯해물찜"
"721666","중구","디저트·커피, 단짠단짠, 담백, 몽블랑, 크루아상, 달콤, 바삭바삭, 앙버터크루아상, 디저트홀릭, 베이커리, 부드러운, 빵덕후, 향이좋은, 빵집, 고매버터, 짭짤한, 간식, 샌드위치, 고소한, 카페, 연인끼리"
"724022","양천구","한식, 순대국, 수육"
"725175","중구","일식·회, 돈부리, 돈까스"
"725687","성동구","일식·회, 연어회, 친구들이랑, 입소문난, 깔끔, 이자카야, 주당, 사시미모듬, 스트레스풀자, 통영산굴초회, 한잔하고싶을때, 비쥬얼, 돈부리, 정갈한, 치킨가라아게, 재료가신선한, 폭식하는날, 야식, 해물국물떡볶이, 푸짐한, 일식전문, 연인끼리"
"729229","강남구","한식, 꽃게콩탕, 담백, 국밥, 회사동료랑, 고향의맛, 저녁에붐비는, 밥집, 한우국밥, 매콤, 속이풀리는, 국밥성애자, 저녁, 달빵, 맑은국물, 수육, 고퀄리티, 향이좋은, 한우곱창전골, 한우수육, 국물덕후, 남자들끼리, 점심에붐비는, 냉수육, 혼밥, 맛점, 갓집밥, 해장국밥"
"729840","강동구","한식, 두루찌개, 부대찌개"
"729900","성남시 분당구","디저트·커피, 요거트"
"731853","관악구","디저트·커피, 마카롱, 샌드위치"
"736197","부평구","고기, 양식, 연어그라브락스, 혼밥크레마감베리파스타세트, 유럽식, 썸남썸녀랑, 친구들이랑, 직원이자신있어하는, 스피나치피자, 디아블라피자, 피맥, 스트레스풀자, 주당, 한잔하고싶을때, 편맥과함께, 찹스테이크, 안주로딱좋은, 혼밥봉골레파스타세트, 착한가격, 야식, 혼밥해산물토마토파스타세트, 펍, 푸짐한, 포차, 연인끼리"
"740361","중구","한식, 회사동료랑, 골뱅이, 계란말이, 매콤, 해산물덕후, 촉촉, 주당, 부드러운, 안주로딱좋은, 남자들끼리, 퇴근후, 기름진, 야식, 칼칼한, 튀김덕후, 맛있게매운, 포차"
"747795","성남시 분당구","일식·회, 대게찜, 광어회"
"751422","수원시 팔달구","한식, NEW, 코다리조림, 곱창전골"
"768557","서초구","디저트·커피, NEW, 아메리카노, 생과일주스"
"772194","부천시","일식·회, 한식, NEW, 회, 물회"
"774539","강북구","일식·회, NEW, 초밥, 참치회"
"790142","강동구","디저트·커피, NEW, 샌드위치, 아메리카노"
"793530","종로구","한식, NEW, 참치덮밥, 한끼식사되는, 스테이크덮밥, 샐러드, 점심, 깔끔, 이국적, 아이와어른함께, 가정식, 가성비갑, 큐브스테이크덮밥, 비쥬얼, 홈메이드, 꿀조합, 재료가신선한, 연어덮밥, 착한가격, 덮밥, 목살슬라이스덮밥, 혼디, 맛집사냥꾼, 맛점, 연인끼리"
"599765","관악구","고기, 한식대첩, 매콤화끈, 한식, 육식인간, 매운등갈비찜, 한끼식사되는, 여름, 친구들이랑, 매콤, 저녁, 부드러운, 찬바람쌩쌩, 자극적인, 입맛없을때, 치즈계란찜, 동아리방, 레알인정, 치즈등갈비구이, 겨울, 저녁에붐비는, 밥집, 입소문난, 소스가맛있는, 폭염, 숯불양념등갈비, 힐링푸드, 매운음식덕후, 밥볶아먹기좋은, 사리넣으면맛있는, 야식, 과방, 불맛, 포차"
"614861","양천구","분식, 취향저격, 친구들이랑, 순대, 매콤, 사시사철, 점심, 짱맛, 프랜차이즈, 내방, 아이와어른함께, 떡볶이, 캠퍼스안, 부담없는, 입에서순삭, 분식, 수제튀김, 가볍게먹기좋은, 점심에붐비는, 간편하게먹기, 착한가격, 쫀득, 간식, 떡성애자, 동아리방, 빨리먹을수있는, 연인끼리"
"622501","용산구","양식, 주말, 안주가맛잇는, 꿀맛, 스테이크리코타토스타다, 회식, 칠리치즈나쵸, 점심, 저녁, 타코, 동창모임, 송년회, TV맛집, 브런치, 기념일, 부리또, 분위기낼때, 숨겨진맛집, 졸맛, 연인끼리"
"644804","강남구","분식, 진미김밥, 한강공원, 꿀맛, 밥집, 엄지척, 입소문난, 사시사철, 점심, 철판제육덮밥, 프랜차이즈, 아이와어른함께, 캠퍼스안, 부담없는, 분식, 재료가신선한, 저칼로리, 제육쌈김밥, 점심에붐비는, 간편하게먹기, 매운제육쌈김밥, 혼밥, 간식, 건강해지는느낌, 김선생비빔면, 크림치즈김밥, 사무실, 1인메뉴"
"653216","강남구","양식, 주말, 한끼식사되는, 봉골레스파게티, 저녁, 속이든든한, 오븐치즈크림스파게티, 해산물스파게티, 여자들끼리, 까르보나라스파게티, 남자들끼리, 면덕후, 토마토소스스파게티, 기념일, 졸맛, 레알인정, 연인끼리, 밀가루덕후, 꿀맛, 입소문난, 점심, 깔끔, 가성비갑, 고퀄리티, 부담없는, 힐링푸드, 풍미가깊은, 재료가신선한, 고급스러운, 간편하게먹기, 치킨도리아, 분위기낼때"
"654043","강남구","한식, 꿀맛, 순대전골, 바삭바삭, 친구들이랑, 순대, 매콤, 음료판매, 점심, 시원한, 저녁, 주당, 순대국, 내방, 나들이, 폭염, 수육, 안주로딱좋은, 남자들끼리, 철판볶음, 안주가맛있는, 감자탕, 착한가격, 퇴근후, 기름진, 졸맛, 포차, 사무실"
"655571","양천구","한식, 계란말이, 친구들이랑, 매콤, 회식, 저녁, 진한국물, 가을, 얼큰, 달걀말이, 송년회, 착한가격, 백채찌개, 동아리방, 푸짐한, 사리넣어먹으면맛있는, 사무실, 비오는날, 밥집, 탄성자동발사, 치즈달걀말이, 입소문난, 점심, 부담없는, 매운음식덕후, 대박, 치즈가흐르는, 김치찌개, 고향의맛"
"658146","송파구","디저트·커피, 양식, 치킨데리야끼치아바타, 베이컨피자샌드위치, 햄치즈치아바타, 내방, 여자들끼리, 저칼로리, 브런치, 카야토스트, 간식, 아점, 햄치즈베이글, 카페, 밀가루덕후, 연인끼리, 채식주의자, 건강빵, 입소문난, 깔끔, 치킨데리야끼샌드위치, 빵덕후, 드레싱이맛있는, 캠퍼스안, 가볍게먹기좋은, 재료가신선한, 햄치즈샌드위치, 간편하게먹기, 단골폭발, 불갈비샌드위치, 과방, 담백"
"665534","용산구","아시안, 주말, 한끼식사되는, 매콤, 쌀덕후, 꿔바로우, 내방, 진한국물, 향이좋은, 여자들끼리, 찬바람쌩쌩, 저칼로리, 샹라하이슨, 혼밥, 졸맛, 사무실, 레알인정, 겨울, 양지쌀국수, 밥집, 입소문난, 점심, 풍미가깊은, 카오팟, 따끈한, 점심에붐비는, 씨푸드팟타이, 단골폭발, 숙취해소"
"672480","용산구","양식, 주말, 바베큐버거, 꿀맛, 음료판매, 매콤, 입소문난, 헤비한메뉴, 점심, 깔끔, 칠리치즈버거, 내방, 에그베이컨치즈버거, 캠퍼스안, 머쉬룸치즈버거, 가성비갑, 베이컨치즈버거, 여자들끼리, 재료가신선한, 남자들끼리, 미국식, 혼밥, 푸짐한, 고소한, 숨겨진맛집, 점저, 더블치즈버거, 버거"
"677756","마포구","분식, 한식, 연인끼리, 쌀쌀할때, 치킨마요도시락, 달콤, 바삭바삭, 꿀맛, 매콤, 순대, 음료판매, 점심, 저녁, 세트메뉴가있는, 반장떡볶이, 향이좋은, 아이와어른함께, 떡볶이, 속이든든한, 여자들끼리, 얼큰, 따끈한, 밥볶아먹기좋은, 쫀득, 착한가격, 고소한, 부반장떡볶이"
"685309","동작구","고기, 한식, 주말, 한끼식사되는, 저녁에붐비는, 밥집, 매콤, 음료판매, 깔끔, 동태해물전골, 알탕, 저녁, 가족식탁용, 아구찜, 웨이팅긴곳, 속이든든한, 동태내장탕, 입에서순삭, 매운음식덕후, 황태해장국, 밥볶아먹기좋은, 따끈한, 단골폭발, 착한가격, 쫄깃쫄깃, 해물찜, 푸짐한, 졸맛, 버섯해물찜"
"708897","강남구","한식, 잣죽, 밥집, 점심, 깔끔, 호박죽, 내방, 속이든든한, 힐링푸드, 홈메이드, 재료가신선한, 따끈한, 입맛없을때, 전복죽, 혼밥, 건강해지는느낌, 단팥죽, 집밥, 죽, 사무실, 보양식"
"716445","성남시 분당구","양식, 터키전문점, 양갈비, 케밥"
"731596","마포구","고기, 양식, 파스타, 스테이크"
"734267","성북구","분식, 양식, 새우, 떡볶이"
"740073","용산구","양식, 마르게리따콘부팔라, 주말, 유럽식, 친구들이랑, 디아볼라꼰올리베네레, 직원이자신있어하는, 외국인친구랑, 저녁, 꽈뜨로풍기, 웨이팅긴곳, 미식트립, 입에서순삭, 홈메이드, 부자샐러드, 밀가루덕후, 연인끼리, 바삭바삭, 이탈리안레스토랑, 입소문난, 샐러드, 피맥, 라자냐클라시카, 고퀄리티, 피자, 따끈한, 단골폭발, 쫄깃쫄깃, 치즈가흐르는, 부자깔조네, 고소한"
"743797","동작구","일식·회, 모듬초밥, 간이약한, 활어회덮밥, 회식, 점심, 깔끔, 촉촉한, 해산물덕후, 촉촉, 부드러운, 가족식탁용, 가성비갑, 활어초밥, 일본느낌, 연어초밥, 초밥, 정갈한, 돈가츠, 재료가신선한, 연어덮밥, 짭짤한, 일식전문"
"767020","동작구","한식, 삼계탕, 전복죽"
"774074","마포구","한식, NEW, 닭갈비빔덮밥, 회사동료랑, 한끼식사되는, 덮밥덕후, 밥집, 친구들이랑, 쌀덕후, 깔끔, 향이좋은, 비빔밥, 간편하게먹기, 짭짤한, 덮밥, 입맛없을때, 불맛, 집밥, 삼겹살비빔덮밥, 빨리먹을수있는"
"774695","성동구","디저트·커피, NEW, 핫도그, 프레즐"
"779422","동작구","디저트·커피, NEW, 해독주스, 아메리카노"
"785797","송파구","디저트·커피, 주스, 커피"
"789839","강남구","디저트·커피, 양식, NEW, 아삭아삭, 채식주의자, 점심, 샐러드, 깔끔, 촉촉, 다이어터, 드레싱이맛있는, 샐러드바, 유기농, 가볍게먹기좋은, 재료가신선한, 브런치, 짭짤한, 혼밥, 건강해지는느낌, 버거"
"794825","중구","한식, NEW, 도시락"
"796998","부천시","디저트·커피, NEW, 와플, 아메리카노"
"797217","강남구","고기, 한식, NEW, 회사동료랑, 밥집, 친구들이랑, 치즈닭갈비철판, 속이풀리는, 점심, 우삼겹부대, 가성비갑, 원조, 얼큰, 국물덕후, 간편하게먹기, 사리넣으면맛있는, 토핑이다양한, 부대찌개, 부대전골, 닭갈비철판, 런치세트, 밥말아먹기좋은"
"799570","강남구","null"
"801662","수원시 영통구","null"
"567996","송파구","한식대첩, 한식, 건강보양식, 주말, 낙지만두, 친구들이랑, 매콤, 부드러운, 해쨍쨍, 내방, 비쥬얼, 속이든든한, 낙지볶음, 정통한식, 저칼로리, 혼밥, 푸짐한, 궁중덮밥, 낙지볶음25, 집밥, 보양식, 사무실, 낙지보쌈, 쌀쌀할때, 밥집, 입소문난, 선선할때, 점심, 깔끔, 사시사철, 촉촉, 초복중복말복, 고퀄리티, 캠퍼스안, 낙지덮밥, 매운음식덕후, 재료가신선한, 따끈한, 밥볶아먹기좋은, 점심에붐비는, 사리넣으면맛있는, 짭짤한, 야식, 취향저격"
"610846","강남구","분식, 달콤, 친구들이랑, 매콤, 저녁, 떡볶이, 분식, 착한가격, 혼밥, 간식, 푸짐한, 치즈덕후, 매운떡볶이, 졸맛, 연인끼리, 겨울, 꿀맛, 바삭바삭, 점심, 세트메뉴가있는, 튀김, 봄, 진짜찰순대, 아이와어른함께, 수제튀김, 따끈한, 사리넣으면맛있는, 쫀득, 쫄깃쫄깃, 야식, 떡성애자, 치즈가흐르는, 런치세트, 연중무휴"
"623925","동작구","한식, 주말, 친구들이랑, 저녁, 얼리먹답터, 돼지고기삼합, 비쥬얼, 안주로딱좋은, 여자들끼리, 얼큰, 찬바람쌩쌩, 안주가맛있는, 푸짐한, 가벼운식사, 밀가루덕후, 쌀쌀할때, 비오는날, 꿀맛, 해물파전, 쌀멸치국수, 바삭바삭, 점심, 삼합, 부담없는, 꿀조합, 대박, 단골폭발, 퇴근후, 짭짤한, 맛있으면0칼로리, 고소한, 숨겨진맛집, 포차"
"636610","서초구","양식, 단짠단짠, 불고기프라이즈, 한끼식사되는, 엄지척, 친구들이랑, 저녁, 얼큰홍합짬뽕탕, 비쥬얼, 떡볶이, 안주로딱좋은, 일본느낌, 입에서순삭, 가을, 여자들끼리, 찬바람쌩쌩, 안주가맛있는, 미국식, 연인끼리, 심야식당, 비오는날, 썸남썸녀랑, 점심, 이국적, 짭잘한, 봄, 쭈꾸미, 단골폭발, 퇴근후, 야식, 튀김덕후, 홍합듬뿍해물떡볶이, 포차"
"637943","송파구","디저트·커피, 양식, 아삭아삭, 한강공원, 달콤, 음료판매, 친구들이랑, 새우토스트, 프랜차이즈, 햄스페셜토스트, 입에서순삭, 가을, 브런치, 착한가격, 간식, 가벼운식사, 빨리먹을수있는, 졸맛, 쌀쌀할때, 겨울, 꿀맛, 새우토스트mvp, 점심, 깔끔, 세트메뉴가있는, 봄, 아이와어른함께, 드레싱이맛있는, 캠퍼스안, 불갈비토스트, 부담없는, 가볍게먹기좋은, 재료가신선한, 빵집, 따끈한, 대박, 불갈비토스트mvp, 간편하게먹기, 딸기주스, 야구장, 고소한"
"650310","동작구","디저트·커피, 사과쥬스, 키위쥬스, 토마토쥬스"
"652787","용산구","일식·회, 주말, 꿀맛, 썸남썸녀랑, 밥집, 회식, 깔끔, 점심, 저녁, 해물갈비찜, 재료가신선, 가성비갑, 고퀄리티, 동창모임, 여자들끼리, 송년회, 갓스시, 회, 푸짐한, 모듬회, 점저, 졸맛, 레알인정, 연인끼리"
"654317","강남구","아시안, 차돌쌀국수, 레알인정, 쌀쌀할때, 담백, 분짜, 겨울, 밥집, 파인애플볶음밥, 점심, 내방, 진한국물, 고퀄리티, 캠퍼스안, 치킨샐러드, 여자들끼리, 정갈한, 풍미가깊은, 저칼로리, 따끈한, 면덕후, 팟타이, 꼬이꾸언, 숙취해소, 가벼운식사, 보양식, 사무실, 연인끼리"
"695520","광진구","일식·회, 초밥, 광어회"
"703277","노원구","디저트·커피, 양식, 브레이크타임있는, 직원이자신있어하는, 저녁, 나들이, 먹방BJ, 속이든든한, 육즙이흐르는, 안주로딱좋은, 비쥬얼, 여자들끼리, 홈메이드, 미국식, 치즈프라이즈, 아메리칸푸드, 갓버거, 아보카도버거, 할라피뇨비프치즈프라이즈, 연인끼리, 베이컨토마토더블치즈버거, 점심, 고퀄리티, 풍미가깊은, 재료가신선한, 따끈한, 브로스버거, 감자튀김, 햄버거, 치즈가흐르는, 고소한, 머쉬룸버거, 숨겨진맛집"
"707403","영등포구","아시안, 뿌팟봉커리, 한강공원, 매콤, 프랜차이즈, 비쥬얼, 느어팟남만호이, 특이한메뉴, 칠리농어, 저칼로리, 왕새우팟타이, 자극적인, 팟타이, 면덕후, 맛점, 사무실, 회사동료랑, 꿀맛, 밥집, 선선할때, 점심, 이국적, 나시고랭, 재료가신선한, 따끈한, 점심에붐비는, 적당한, 퇴근후, 갈릭쉬림프"
"710758","강남구","일식·회, 로스까스, 덮밥"
"723558","성북구","디저트·커피, 아메리카노, 머핀"
"727974","양천구","일식·회, 돈부리, 나베"
"739297","송파구","일식·회, 연어사시미, 새우장, 친구들이랑, 해산물덕후, 깔끔, 저녁, 모듬사시미, 이자카야, 세트메뉴가있는, 저녁초밥, 한잔하고싶을때, 맑은국물, 사시미벤또, 문어초회, 재료가신선한, 연어벤또, 야식, 푸짐한, 일식전문, 고소한, 탱글탱글, 연인끼리"
"741755","서초구","null"
"741878","관악구","디저트·커피, 패밀리, 달콤, 여름, 이거저거다맛있음, 시원한, 디저트홀릭, 부드러운, 해쨍쨍, 폭염, 아이와어른함께, 캠퍼스안, 바로먹는와츄원, 입에서순삭, 하프갤론, 새콤, 버라이어티팩, 아이스크림, 사르르녹는, 간식, 나눠먹는와츄원, 맛있으면0칼로리, 핸드팩세트, 카페, 케이크, 연인끼리"
"744380","고양시 덕양구","디저트·커피, NEW, 프레즐, 카페라떼"
"747351","용산구","아시안, 아삭아삭, 입소문난, 해물날치알철판볶음밥, 이국적, 야끼우동, 세트메뉴가있는, 나시고랭, 아이와어른함께, 맑은국물, 향이좋은, 고퀄리티, 마라샹궈, 동남아음식, 힐링푸드, 여자들끼리, 재료가신선한, 팟타이, 적당한, 마라탕, 맛점, 연인끼리"
"749061","중구","일식·회, 돈가스, 히레카츠"
"755952","성북구","한식, NEW, 메기매운탕, 메밀만두"
