"dvc_id","shop_no","ct_cd"
"OPUD11a7d3491d6cec3e","10874487","CHICKEN"
"OPUD1213fc68969ea3ed","10708110","KOREAN"
"OPUD1213fc68969ea3ed","10844165","KOREAN"
"OPUD1213fc68969ea3ed","10862711","KOREAN"
"OPUD1213fc68969ea3ed","10754142","KOREAN"
"OPUD1213fc68969ea3ed","10898847","KOREAN"
"OPUD1213fc68969ea3ed","10738951","KOREAN"
"OPUD1213fc68969ea3ed","10844165","KOREAN"
"OPUD1213fc68969ea3ed","10751123","KOREAN"
"OPUD1213fc68969ea3ed","10079047","KOREAN"
"OPUD1213fc68969ea3ed","10865429","KOREAN"
"OPUD1213fc68969ea3ed","10786843","KOREAN"
"OPUD1213fc68969ea3ed","10898847","KOREAN"
"OPUD1213fc68969ea3ed","10758199","KOREAN"
"OPUD1213fc68969ea3ed","10880376","KOREAN"
"OPUD1213fc68969ea3ed","10830361","KOREAN"
"OPUD13558B24-5A54-456F-98B4-C1ED6516A896","10909544","KOREAN"
"OPUD13558B24-5A54-456F-98B4-C1ED6516A896","10909508","DOSIRAK"
"OPUD13558B24-5A54-456F-98B4-C1ED6516A896","10909494","JOKBAL"
"OPUD13558B24-5A54-456F-98B4-C1ED6516A896","10909514","DOSIRAK"
"OPUD13558B24-5A54-456F-98B4-C1ED6516A896","10909508","DOSIRAK"
"OPUD13558B24-5A54-456F-98B4-C1ED6516A896","10909514","DOSIRAK"
"OPUD175E26DD-5B33-44F1-869A-315B761A7776","10865237","ZZIM_TANG"
"OPUD175E26DD-5B33-44F1-869A-315B761A7776","10865237","ZZIM_TANG"
"OPUD1bc0f110274aa636","10812908","NIGHTSNACK"
"OPUD1bc0f110274aa636","10813111","NIGHTSNACK"
"OPUD1bc0f110274aa636","10912951","NIGHTSNACK"
"OPUD1bc0f110274aa636","10872375","NIGHTSNACK"
"OPUD1bc0f110274aa636","10912951","NIGHTSNACK"
"OPUD1bc0f110274aa636","10912951","NIGHTSNACK"
"OPUD1bc0f110274aa636","10821169","NIGHTSNACK"
"OPUD1bc0f110274aa636","10759456","NIGHTSNACK"
"OPUD2006c048e70743d7","10705455","JAPANESE"
"OPUD2006c048e70743d7","10904410","KOREAN"
"OPUD2006c048e70743d7","10723423","KOREAN"
"OPUD2006c048e70743d7","10826449","JAPANESE"
"OPUD2006c048e70743d7","10736916","JOKBAL"
"OPUD2006c048e70743d7","10905620","KOREAN"
"OPUD2006c048e70743d7","10723423","KOREAN"
"OPUD2006c048e70743d7","10542859","ZZIM_TANG"
"OPUD2006c048e70743d7","10905620","KOREAN"
"OPUD2006c048e70743d7","10886329","KOREAN"
"OPUD2006c048e70743d7","10563004","JOKBAL"
"OPUD2006c048e70743d7","10664699","ZZIM_TANG"
"OPUD2006c048e70743d7","10750565","ZZIM_TANG"
"OPUD23be0201bbba1cba","10811978","CHINESE"
"OPUD23be0201bbba1cba","10585926","CHINESE"
"OPUD23be0201bbba1cba","10811978","CHINESE"
"OPUD23be0201bbba1cba","10585926","CHINESE"
"OPUD23be0201bbba1cba","10903191","CHINESE"
"OPUD23be0201bbba1cba","10811978","CHINESE"
"OPUD321E848F-5D8E-4C1D-A3A6-BDC30C006CED","10899550","KOREAN"
"OPUD321E848F-5D8E-4C1D-A3A6-BDC30C006CED","10612959","KOREAN"
"OPUD34340CCA-8268-4F06-A1E4-94A1D4E12CBE","10779131","FASTFOOD"
"OPUD367dd748aa872002","10854850","PIZZA"
"OPUD367dd748aa872002","10909517","PIZZA"
"OPUD367dd748aa872002","10909517","PIZZA"
"OPUD367dd748aa872002","10909517","PIZZA"
"OPUD367dd748aa872002","10909517","PIZZA"
"OPUD367dd748aa872002","10661600","PIZZA"
"OPUD367dd748aa872002","10854850","PIZZA"
"OPUD367dd748aa872002","10661600","PIZZA"
"OPUD3c75a878e6ece730","10830744","CHICKEN"
"OPUD3c75a878e6ece730","10830744","CHICKEN"
"OPUD3c75a878e6ece730","10648147","CHICKEN"
"OPUD424A8D7A-C410-4594-91EF-A131C8C304B3","10900555","SNACK"
"OPUD424A8D7A-C410-4594-91EF-A131C8C304B3","10607306","CHICKEN"
"OPUD4673930e7e13c50a","10893964","ZZIM_TANG"
"OPUD4673930e7e13c50a","10922552","KOREAN"
"OPUD4673930e7e13c50a","10834113","FASTFOOD"
"OPUD4673930e7e13c50a","10922552","KOREAN"
"OPUD4673930e7e13c50a","10867349","KOREAN"
"OPUD4673930e7e13c50a","10718862","KOREAN"
"OPUD4673930e7e13c50a","10633031","KOREAN"
"OPUD4673930e7e13c50a","10853360","KOREAN"
"OPUD4673930e7e13c50a","10867205","KOREAN"
"OPUD46C53008-0529-4B03-AAD4-4CAF6A68646B","10660965","SNACK"
"OPUD4835654c46e7758b","10875260","ZZIM_TANG"
"OPUD4835654c46e7758b","10875260","ZZIM_TANG"
"OPUD4835654c46e7758b","10792583","NIGHTSNACK"
"OPUD4835654c46e7758b","10713769","PIZZA"
"OPUD4835654c46e7758b","10811038","ZZIM_TANG"
"OPUD4835654c46e7758b","10720227","ZZIM_TANG"
"OPUD4835654c46e7758b","10770053","ZZIM_TANG"
"OPUD4835654c46e7758b","10712292","ZZIM_TANG"
"OPUD4835654c46e7758b","10875260","ZZIM_TANG"
"OPUD4835654c46e7758b","10712292","ZZIM_TANG"
"OPUD4835654c46e7758b","10712292","ZZIM_TANG"
"OPUD4835654c46e7758b","10712292","ZZIM_TANG"
"OPUD4835654c46e7758b","10875260","ZZIM_TANG"
"OPUD4ac4a8efe5ceab62","10767553","JOKBAL"
"OPUD4ac4a8efe5ceab62","10792147","JOKBAL"
"OPUD4afe5789570cc8a6","10910192","CHICKEN"
"OPUD4afe5789570cc8a6","10718696","CHICKEN"
"OPUD4afe5789570cc8a6","10910192","CHICKEN"
"OPUD4afe5789570cc8a6","10910192","CHICKEN"
"OPUD4afe5789570cc8a6","10718696","CHICKEN"
"OPUD4afe5789570cc8a6","10743348","CHICKEN"
"OPUD54A90650-D6A0-404F-8F91-F28B92B3266E","10889010","PIZZA"
"OPUD550349d6a96d244f","10707442","KOREAN"
"OPUD550349d6a96d244f","10619716","DOSIRAK"
"OPUD550349d6a96d244f","10555680","FASTFOOD"
"OPUD550349d6a96d244f","10619716","DOSIRAK"
"OPUD550349d6a96d244f","10652739","JAPANESE"
"OPUD550349d6a96d244f","10623335","FASTFOOD"
"OPUD550349d6a96d244f","10694683","FASTFOOD"
"OPUD56345E14-9912-4A7D-8E3A-323C5F76B155","10746628","CHICKEN"
"OPUD5b63bd3796f09832","10703686","KOREAN"
"OPUD5b63bd3796f09832","10814198","SNACK"
"OPUD5b63bd3796f09832","10807899","JAPANESE"
"OPUD5b63bd3796f09832","10488949","KOREAN"
"OPUD5b63bd3796f09832","10728143","JAPANESE"
"OPUD5b63bd3796f09832","10848065","JAPANESE"
"OPUD5b63bd3796f09832","10847345","SNACK"
"OPUD5b63bd3796f09832","10731127","KOREAN"
"OPUD5b63bd3796f09832","10807899","JAPANESE"
"OPUD5b63bd3796f09832","10814198","SNACK"
"OPUD5b63bd3796f09832","10815803","KOREAN"
"OPUD5b63bd3796f09832","10814198","SNACK"
"OPUD5b63bd3796f09832","10807899","JAPANESE"
"OPUD5b63bd3796f09832","10774542","FASTFOOD"
"OPUD5b63bd3796f09832","10528793","FASTFOOD"
"OPUD5b63bd3796f09832","10815803","KOREAN"
"OPUD5b63bd3796f09832","10915347","JAPANESE"
"OPUD61909311-285A-4244-A8B4-8614984F91D8","10703941","CHICKEN"
"OPUD61909311-285A-4244-A8B4-8614984F91D8","10892563","CHICKEN"
"OPUD626423e03ec2d6ea","10671674","FASTFOOD"
"OPUD626423e03ec2d6ea","10824651","CHICKEN"
"OPUD626423e03ec2d6ea","10750680","FASTFOOD"
"OPUD626423e03ec2d6ea","10919972","SNACK"
"OPUD626423e03ec2d6ea","10671674","FASTFOOD"
"OPUD626423e03ec2d6ea","10824651","CHICKEN"
"OPUD626423e03ec2d6ea","10689111","CHICKEN"
"OPUD626423e03ec2d6ea","10671674","FASTFOOD"
"OPUD626423e03ec2d6ea","10671674","FASTFOOD"
"OPUD626423e03ec2d6ea","10460097","FASTFOOD"
"OPUD626423e03ec2d6ea","10701456","SNACK"
"OPUD626423e03ec2d6ea","10594431","JAPANESE"
"OPUD626423e03ec2d6ea","10460097","FASTFOOD"
"OPUD626423e03ec2d6ea","10876252","SNACK"
"OPUD626423e03ec2d6ea","10460097","FASTFOOD"
"OPUD626423e03ec2d6ea","10654455","FASTFOOD"
"OPUD626423e03ec2d6ea","10460097","FASTFOOD"
"OPUD626423e03ec2d6ea","10460097","FASTFOOD"
"OPUD6d8c6bc5b61d5dbc","10744788","SNACK"
"OPUD700ae8852de04cfd","10703239","PIZZA"
"OPUD700ae8852de04cfd","10049745","PIZZA"
"OPUD700ae8852de04cfd","10518968","PIZZA"
"OPUD788FE6AF-B89C-497F-9BEE-9BC80EE4093F","10555085","PIZZA"
"OPUD788FE6AF-B89C-497F-9BEE-9BC80EE4093F","10615862","PIZZA"
"OPUD788FE6AF-B89C-497F-9BEE-9BC80EE4093F","10555085","PIZZA"
"OPUD788FE6AF-B89C-497F-9BEE-9BC80EE4093F","10774056","PIZZA"
"OPUD788FE6AF-B89C-497F-9BEE-9BC80EE4093F","10908131","PIZZA"
"OPUD788FE6AF-B89C-497F-9BEE-9BC80EE4093F","10908131","PIZZA"
"OPUD788FE6AF-B89C-497F-9BEE-9BC80EE4093F","10816900","PIZZA"
"OPUD788FE6AF-B89C-497F-9BEE-9BC80EE4093F","10774056","PIZZA"
"OPUD788FE6AF-B89C-497F-9BEE-9BC80EE4093F","10555085","PIZZA"
"OPUD788FE6AF-B89C-497F-9BEE-9BC80EE4093F","10774056","PIZZA"
"OPUD7CE0B665-EEB2-4369-ACFA-3F267675A2B8","10884211","FASTFOOD"
"OPUD7CE0B665-EEB2-4369-ACFA-3F267675A2B8","10820919","KOREAN"
"OPUD7CE0B665-EEB2-4369-ACFA-3F267675A2B8","10915158","FASTFOOD"
"OPUD838872cfc4b47d34","10643603","FASTFOOD"
"OPUD838872cfc4b47d34","10923677","FASTFOOD"
"OPUD838872cfc4b47d34","10777563","FASTFOOD"
"OPUD838872cfc4b47d34","10687243","KOREAN"
"OPUD838872cfc4b47d34","10747353","CAFE"
"OPUD838872cfc4b47d34","10856819","KOREAN"
"OPUD838872cfc4b47d34","10923677","FASTFOOD"
"OPUD838872cfc4b47d34","10844700","KOREAN"
"OPUD838872cfc4b47d34","10713841","KOREAN"
"OPUD838872cfc4b47d34","10761182","KOREAN"
"OPUD838872cfc4b47d34","10643603","FASTFOOD"
"OPUD838872cfc4b47d34","10876534","CAFE"
"OPUD838872cfc4b47d34","10473058","FASTFOOD"
"OPUD838872cfc4b47d34","10811012","FASTFOOD"
"OPUD838872cfc4b47d34","10820826","FASTFOOD"
"OPUD838872cfc4b47d34","10851909","CAFE"
"OPUD838872cfc4b47d34","10650058","FASTFOOD"
"OPUD838872cfc4b47d34","10645251","KOREAN"
"OPUD838872cfc4b47d34","10468364","KOREAN"
"OPUD838872cfc4b47d34","10825019","CHINESE"
"OPUD838872cfc4b47d34","10820826","FASTFOOD"
"OPUD838872cfc4b47d34","10643603","FASTFOOD"
"OPUD838872cfc4b47d34","10653192","FASTFOOD"
"OPUD838872cfc4b47d34","10890103","CAFE"
"OPUD838872cfc4b47d34","10646559","FASTFOOD"
"OPUD838872cfc4b47d34","10923677","FASTFOOD"
"OPUD838872cfc4b47d34","10811526","FASTFOOD"
"OPUD838872cfc4b47d34","10830565","FASTFOOD"
"OPUD838872cfc4b47d34","10876534","CAFE"
"OPUD838872cfc4b47d34","10809865","KOREAN"
"OPUD838872cfc4b47d34","10856819","KOREAN"
"OPUD838872cfc4b47d34","10892406","KOREAN"
"OPUD838872cfc4b47d34","10864895","KOREAN"
"OPUD838872cfc4b47d34","10864895","KOREAN"
"OPUD838872cfc4b47d34","10797213","KOREAN"
"OPUD84ae38e599fa999b","10884474","ZZIM_TANG"
"OPUD84ae38e599fa999b","10895731","KOREAN"
"OPUD84ae38e599fa999b","10883180","KOREAN"
"OPUD84ae38e599fa999b","10790828","ZZIM_TANG"
"OPUD84ae38e599fa999b","10890913","KOREAN"
"OPUD84ae38e599fa999b","10756594","KOREAN"
"OPUD84ae38e599fa999b","10806996","KOREAN"
"OPUD84ae38e599fa999b","10890913","KOREAN"
"OPUD84ae38e599fa999b","10790828","ZZIM_TANG"
"OPUD8cdac83c4a24ef85","10559259","JOKBAL"
"OPUD8cdac83c4a24ef85","10559259","JOKBAL"
"OPUD8cdac83c4a24ef85","10539548","PIZZA"
"OPUD9B728F5A-6808-4DB9-A438-791A0B7EF609","10893114","CHICKEN"
"OPUD9FA920BE-06AB-4FC3-BEAC-9CEB216AC70A","10516462","CHICKEN"
"OPUD9FA920BE-06AB-4FC3-BEAC-9CEB216AC70A","10769095","CHICKEN"
"OPUD9FA920BE-06AB-4FC3-BEAC-9CEB216AC70A","10769095","CHICKEN"
"OPUD9ea8ea65f1a3d14b","10820720","NIGHTSNACK"
"OPUDCD1DB910-E753-463E-8490-D1FDAD5EADA9","10897018","CAFE"
"OPUDCD1DB910-E753-463E-8490-D1FDAD5EADA9","10745468","ZZIM_TANG"
"OPUDCD1DB910-E753-463E-8490-D1FDAD5EADA9","10881315","KOREAN"
"OPUDCD1DB910-E753-463E-8490-D1FDAD5EADA9","10877756","KOREAN"
"OPUDE5A5F50C-3D30-44B9-8535-6956172800E0","10562687","NIGHTSNACK"
"OPUDE5A5F50C-3D30-44B9-8535-6956172800E0","10744370","CHICKEN"
"OPUDab25c61fa4ae09ee","10652899","CHINESE"
"OPUDab25c61fa4ae09ee","10908415","DOSIRAK"
"OPUDab25c61fa4ae09ee","10625442","KOREAN"
"OPUDab25c61fa4ae09ee","10918788","JAPANESE"
"OPUDab25c61fa4ae09ee","10803178","JAPANESE"
"OPUDab25c61fa4ae09ee","10873390","SNACK"
"OPUDab25c61fa4ae09ee","10739162","KOREAN"
"OPUDab25c61fa4ae09ee","10684518","CHINESE"
"OPUDab25c61fa4ae09ee","10558179","NIGHTSNACK"
"OPUDab25c61fa4ae09ee","10773564","CHINESE"
"OPUDab25c61fa4ae09ee","10874161","ZZIM_TANG"
"OPUDab25c61fa4ae09ee","10754944","KOREAN"
"OPUDab25c61fa4ae09ee","10625442","KOREAN"
"OPUDab25c61fa4ae09ee","10926690","KOREAN"
"OPUDb4083cd5ca0e7165","10423103","FASTFOOD"
"OPUDbee86d5be514fb89","10874959","KOREAN"
"OPUDbee86d5be514fb89","10920679","KOREAN"
"OPUDbee86d5be514fb89","10748101","KOREAN"
"OPUDbee86d5be514fb89","10920673","JAPANESE"
"OPUDbee86d5be514fb89","10748101","KOREAN"
"OPUDbee86d5be514fb89","10573770","JAPANESE"
"OPUDbee86d5be514fb89","10920679","KOREAN"
"OPUDc348f345fc92d675","10881811","JAPANESE"
"OPUDc348f345fc92d675","10881811","JAPANESE"
"OPUDc52a5aefd4ca1e6d","10689811","JOKBAL"
"OPUDc52a5aefd4ca1e6d","10689811","JOKBAL"
"OPUDc52a5aefd4ca1e6d","10777000","JOKBAL"
"OPUDc9f9d639a64641da","10798026","CHICKEN"
"OPUDcc08038d1f1fb133","10708646","FASTFOOD"
"OPUDdbb900d8265eec86","10832829","JAPANESE"
"OPUDdbb900d8265eec86","10852187","JAPANESE"
"OPUDdbb900d8265eec86","10783541","JAPANESE"
"OPUDdbb900d8265eec86","10832727","JOKBAL"
"OPUDdbb900d8265eec86","10783541","JAPANESE"
"OPUDe14fe9ff5ce41aa8","10869435","JAPANESE"
"OPUDe14fe9ff5ce41aa8","10798628","JAPANESE"
"OPUDe14fe9ff5ce41aa8","10798504","CHICKEN"
"OPUDe14fe9ff5ce41aa8","10891612","CHICKEN"
"OPUDec118567bcb6661d","10855529","KOREAN"
"OPUDec118567bcb6661d","10867722","KOREAN"
"OPUDec118567bcb6661d","10901560","NIGHTSNACK"
"OPUDec118567bcb6661d","10753927","KOREAN"
"OPUDec118567bcb6661d","10799487","KOREAN"
"OPUDec118567bcb6661d","10840160","KOREAN"
"OPUDec118567bcb6661d","10901560","NIGHTSNACK"
"OPUDec118567bcb6661d","10869844","KOREAN"
"OPUDec118567bcb6661d","10856799","KOREAN"
"OPUDec118567bcb6661d","10655866","KOREAN"
"OPUDec118567bcb6661d","10901778","CHICKEN"
"OPUDec118567bcb6661d","10821292","KOREAN"
"OPUDf56e205cdb800d5e","10646289","NIGHTSNACK"
"OPUDf56e205cdb800d5e","10844121","CHICKEN"
"OPUDfedcbbf18d339b1e","10643646","FASTFOOD"
"OPUD00738100-A3DC-487E-BCC5-9376579967EC","10044235","CHICKEN"
"OPUD00738100-A3DC-487E-BCC5-9376579967EC","10921102","CHICKEN"
"OPUD05ab1b46de0cb5c4","10871009","PIZZA"
"OPUD05ab1b46de0cb5c4","10871009","PIZZA"
"OPUD05ab1b46de0cb5c4","10842783","SNACK"
"OPUD05ab1b46de0cb5c4","10697050","CHICKEN"
"OPUD05ab1b46de0cb5c4","10799820","FASTFOOD"
"OPUD05ab1b46de0cb5c4","10654997","CHICKEN"
"OPUD05ab1b46de0cb5c4","10845426","CHICKEN"
"OPUD05ab1b46de0cb5c4","10919991","FASTFOOD"
"OPUD05ab1b46de0cb5c4","10842783","SNACK"
"OPUD05ab1b46de0cb5c4","10866249","KOREAN"
"OPUD05ab1b46de0cb5c4","10869334","CHICKEN"
"OPUD05ab1b46de0cb5c4","10697050","CHICKEN"
"OPUD05ab1b46de0cb5c4","10783481","DOSIRAK"
"OPUD05ab1b46de0cb5c4","10873874","FASTFOOD"
"OPUD05ab1b46de0cb5c4","10902107","SNACK"
"OPUD05ab1b46de0cb5c4","10799214","FASTFOOD"
"OPUD05ab1b46de0cb5c4","10787883","SNACK"
"OPUD05ab1b46de0cb5c4","10893503","DOSIRAK"
"OPUD05ab1b46de0cb5c4","10869334","CHICKEN"
"OPUD05ab1b46de0cb5c4","10921782","CHICKEN"
"OPUD05ab1b46de0cb5c4","10888534","FASTFOOD"
"OPUD05ab1b46de0cb5c4","10697050","CHICKEN"
"OPUD05ab1b46de0cb5c4","10871909","KOREAN"
"OPUD05ab1b46de0cb5c4","10857281","PIZZA"
"OPUD05ab1b46de0cb5c4","10857281","PIZZA"
"OPUD05ab1b46de0cb5c4","10863480","PIZZA"
"OPUD05ab1b46de0cb5c4","10857281","PIZZA"
"OPUD05ab1b46de0cb5c4","10871009","PIZZA"
"OPUD05ab1b46de0cb5c4","10857281","PIZZA"
"OPUD05ab1b46de0cb5c4","10799214","FASTFOOD"
"OPUD05ab1b46de0cb5c4","10791169","KOREAN"
"OPUD05ab1b46de0cb5c4","10797082","KOREAN"
"OPUD05ab1b46de0cb5c4","10814835","CAFE"
"OPUD05ab1b46de0cb5c4","10692923","CHICKEN"
"OPUD05ab1b46de0cb5c4","10864614","CHICKEN"
"OPUD05ab1b46de0cb5c4","10625732","KOREAN"
"OPUD05ab1b46de0cb5c4","10887527","FASTFOOD"
"OPUD05ab1b46de0cb5c4","10845693","PIZZA"
"OPUD05ab1b46de0cb5c4","10692923","CHICKEN"
"OPUD05ab1b46de0cb5c4","10864614","CHICKEN"
"OPUD05ab1b46de0cb5c4","10625732","KOREAN"
"OPUD05ab1b46de0cb5c4","10893503","DOSIRAK"
"OPUD05ab1b46de0cb5c4","10842783","SNACK"
"OPUD05ab1b46de0cb5c4","10845693","PIZZA"
"OPUD05ab1b46de0cb5c4","10857281","PIZZA"
"OPUD05ab1b46de0cb5c4","10864614","CHICKEN"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10836298","SNACK"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10838950","SNACK"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10836298","SNACK"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10889026","KOREAN"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10836298","SNACK"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10825919","SNACK"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10908326","JAPANESE"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10901048","KOREAN"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10915001","KOREAN"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10884546","CHICKEN"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10825919","SNACK"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10664366","JAPANESE"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10786255","CHICKEN"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10901048","KOREAN"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10825919","SNACK"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10915001","KOREAN"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10795371","FASTFOOD"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10795371","FASTFOOD"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10825919","SNACK"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10836298","SNACK"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10910229","KOREAN"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10795371","FASTFOOD"
"OPUD1467313A-8E7B-4AF8-8583-7395CA82E853","10915001","KOREAN"
"OPUD1c44103c16438f54","10040530","CHICKEN"
"OPUD1c44103c16438f54","10844617","KOREAN"
"OPUD1c44103c16438f54","10842105","KOREAN"
"OPUD1c44103c16438f54","10731112","KOREAN"
"OPUD1c44103c16438f54","10731112","KOREAN"
"OPUD1c44103c16438f54","10040530","CHICKEN"
"OPUD1c44103c16438f54","10882759","ZZIM_TANG"
"OPUD1c44103c16438f54","10802485","KOREAN"
"OPUD1c44103c16438f54","10884428","KOREAN"
"OPUD1c44103c16438f54","10492525","CHICKEN"
"OPUD1c44103c16438f54","10492525","CHICKEN"
"OPUD1c44103c16438f54","10740072","CHICKEN"
"OPUD1c44103c16438f54","10731112","KOREAN"
"OPUD1c44103c16438f54","10492525","CHICKEN"
"OPUD1c44103c16438f54","10762860","CHICKEN"
"OPUD1c44103c16438f54","10882237","KOREAN"
"OPUD1c44103c16438f54","10868148","JOKBAL"
"OPUD1c44103c16438f54","10863007","FASTFOOD"
"OPUD1c44103c16438f54","10658649","KOREAN"
"OPUD1c44103c16438f54","10760552","KOREAN"
"OPUD1c44103c16438f54","10709532","CHICKEN"
"OPUD1c44103c16438f54","10903627","KOREAN"
"OPUD1c44103c16438f54","10709532","CHICKEN"
"OPUD1cbd42df74e48bd4","10570633","SNACK"
"OPUD1cbd42df74e48bd4","10785853","SNACK"
"OPUD1cbd42df74e48bd4","10606007","SNACK"
"OPUD1cbd42df74e48bd4","10895143","SNACK"
"OPUD1cbd42df74e48bd4","10606007","SNACK"
"OPUD1cbd42df74e48bd4","10840426","SNACK"
"OPUD1cbd42df74e48bd4","10785853","SNACK"
"OPUD1cbd42df74e48bd4","10738593","SNACK"
"OPUD1cbd42df74e48bd4","10606007","SNACK"
"OPUD2d1620aab4a8dc66","10840977","KOREAN"
"OPUD2d1620aab4a8dc66","10925258","KOREAN"
"OPUD344368c6932ef6df","10900727","SNACK"
"OPUD344368c6932ef6df","10841531","DOSIRAK"
"OPUD344368c6932ef6df","10874381","SNACK"
"OPUD344368c6932ef6df","10890642","SNACK"
"OPUD36C1D371-66C4-4A80-88BC-657507012FAD","10895809","PIZZA"
"OPUD36C1D371-66C4-4A80-88BC-657507012FAD","10477978","KOREAN"
"OPUD36C1D371-66C4-4A80-88BC-657507012FAD","10571026","KOREAN"
"OPUD36C1D371-66C4-4A80-88BC-657507012FAD","10597663","PIZZA"
"OPUD37cac45804665721","10920368","SNACK"
"OPUD37cac45804665721","10901537","SNACK"
"OPUD37cac45804665721","10871874","SNACK"
"OPUD37cac45804665721","10920368","SNACK"
"OPUD37cac45804665721","10920368","SNACK"
"OPUD37cac45804665721","10920368","SNACK"
"OPUD37cac45804665721","10920368","SNACK"
"OPUD37cac45804665721","10871874","SNACK"
"OPUD37cac45804665721","10871874","SNACK"
"OPUD3c7a26a737675665","10621531","KOREAN"
"OPUD3c7a26a737675665","10481727","KOREAN"
"OPUD4eff9258ee2f3861","10477673","JAPANESE"
"OPUD4eff9258ee2f3861","10549513","SNACK"
"OPUD4eff9258ee2f3861","10597724","KOREAN"
"OPUD4eff9258ee2f3861","10458134","KOREAN"
"OPUD4eff9258ee2f3861","10458134","KOREAN"
"OPUD4eff9258ee2f3861","10597724","KOREAN"
"OPUD4eff9258ee2f3861","10510228","KOREAN"
"OPUD4eff9258ee2f3861","10910962","KOREAN"
"OPUD4eff9258ee2f3861","10516649","JAPANESE"
"OPUD5237CF9A-4499-4262-B337-4564458C44C5","10569510","CHICKEN"
"OPUD5237CF9A-4499-4262-B337-4564458C44C5","10399730","CHICKEN"
"OPUD558140849a4016d4","10844632","KOREAN"
"OPUD558140849a4016d4","10844632","KOREAN"
"OPUD558140849a4016d4","10680856","KOREAN"
"OPUD558140849a4016d4","10689496","KOREAN"
"OPUD558140849a4016d4","10844632","KOREAN"
"OPUD558140849a4016d4","10910503","KOREAN"
"OPUD558140849a4016d4","10844632","KOREAN"
"OPUD5A9DD7F3-ACE8-4D1F-80EC-3B40AAA2A914","10819392","CHICKEN"
"OPUD5A9DD7F3-ACE8-4D1F-80EC-3B40AAA2A914","10745436","NIGHTSNACK"
"OPUD5A9DD7F3-ACE8-4D1F-80EC-3B40AAA2A914","10760904","CHICKEN"
"OPUD5A9DD7F3-ACE8-4D1F-80EC-3B40AAA2A914","10829123","CHICKEN"
"OPUD5A9DD7F3-ACE8-4D1F-80EC-3B40AAA2A914","10907775","CHICKEN"
"OPUD5A9DD7F3-ACE8-4D1F-80EC-3B40AAA2A914","10871424","CHICKEN"
"OPUD5A9DD7F3-ACE8-4D1F-80EC-3B40AAA2A914","10792434","NIGHTSNACK"
"OPUD5A9DD7F3-ACE8-4D1F-80EC-3B40AAA2A914","10895546","NIGHTSNACK"
"OPUD5A9DD7F3-ACE8-4D1F-80EC-3B40AAA2A914","10752301","CHICKEN"
"OPUD627809c51dcd88d1","10710438","FASTFOOD"
"OPUD627809c51dcd88d1","10752327","KOREAN"
"OPUD627809c51dcd88d1","10904210","KOREAN"
"OPUD627809c51dcd88d1","10899463","KOREAN"
"OPUD627809c51dcd88d1","10897493","KOREAN"
"OPUD627809c51dcd88d1","10917581","FASTFOOD"
"OPUD627809c51dcd88d1","10826314","CHICKEN"
"OPUD627809c51dcd88d1","10879596","FASTFOOD"
"OPUD627809c51dcd88d1","10746377","KOREAN"
"OPUD627809c51dcd88d1","10886822","DOSIRAK"
"OPUD627809c51dcd88d1","10835978","DOSIRAK"
"OPUD627809c51dcd88d1","10809548","KOREAN"
"OPUD627809c51dcd88d1","10835978","DOSIRAK"
"OPUD627809c51dcd88d1","10923150","DOSIRAK"
"OPUD627809c51dcd88d1","10598787","ZZIM_TANG"
"OPUD627809c51dcd88d1","10831491","KOREAN"
"OPUD627809c51dcd88d1","10917581","FASTFOOD"
"OPUD64a7b10443c9213a","10729737","CHICKEN"
"OPUD64a7b10443c9213a","10776807","CHICKEN"
"OPUD64a7b10443c9213a","10727508","CHICKEN"
"OPUD6E604656-4AEA-4DED-9DD2-E83A2C8E9103","10452862","JOKBAL"
"OPUD6E604656-4AEA-4DED-9DD2-E83A2C8E9103","10832854","JOKBAL"
"OPUD791cbb304fa1dad0","10873382","NIGHTSNACK"
"OPUD7b26ce29ceb0af28","10915449","JAPANESE"
