"dvc_id","shop_no","ct_cd"
"OPUD002F1F70-FD40-48AA-A1F3-D3DCFFAEF1DA","10648720","CHICKEN"
"OPUD002F1F70-FD40-48AA-A1F3-D3DCFFAEF1DA","10648720","CHICKEN"
"OPUD002F1F70-FD40-48AA-A1F3-D3DCFFAEF1DA","10855471","CHICKEN"
"OPUD002F1F70-FD40-48AA-A1F3-D3DCFFAEF1DA","10782536","CHICKEN"
"OPUD002F1F70-FD40-48AA-A1F3-D3DCFFAEF1DA","10855471","CHICKEN"
"OPUD002F1F70-FD40-48AA-A1F3-D3DCFFAEF1DA","10462867","CHICKEN"
"OPUD002F1F70-FD40-48AA-A1F3-D3DCFFAEF1DA","10855471","CHICKEN"
"OPUD0EEC2909-5617-4490-A525-81D9D3E3C938","10868629","DOSIRAK"
"OPUD0EEC2909-5617-4490-A525-81D9D3E3C938","10639886","DOSIRAK"
"OPUD0EEC2909-5617-4490-A525-81D9D3E3C938","10639886","DOSIRAK"
"OPUD0EEC2909-5617-4490-A525-81D9D3E3C938","10641770","DOSIRAK"
"OPUD1157EEF6-E717-4C0D-B552-2C3CE75B4AFE","10812856","KOREAN"
"OPUD1157EEF6-E717-4C0D-B552-2C3CE75B4AFE","10847366","JAPANESE"
"OPUD1157EEF6-E717-4C0D-B552-2C3CE75B4AFE","10895171","JAPANESE"
"OPUD1157EEF6-E717-4C0D-B552-2C3CE75B4AFE","10874269","SNACK"
"OPUD1157EEF6-E717-4C0D-B552-2C3CE75B4AFE","10891617","SNACK"
"OPUD1157EEF6-E717-4C0D-B552-2C3CE75B4AFE","10847366","JAPANESE"
"OPUD173138e06d585dff","10905173","CAFE"
"OPUD173138e06d585dff","10905173","CAFE"
"OPUD173138e06d585dff","10694237","CAFE"
"OPUD173138e06d585dff","10905173","CAFE"
"OPUD1934F0A1-A6EF-43AB-842F-24E97DB982BC","10877683","KOREAN"
"OPUD1934F0A1-A6EF-43AB-842F-24E97DB982BC","10877683","KOREAN"
"OPUD1934F0A1-A6EF-43AB-842F-24E97DB982BC","10877683","KOREAN"
"OPUD1b8de282361ea357","10908118","SNACK"
"OPUD1b8de282361ea357","10802377","SNACK"
"OPUD1b8de282361ea357","10908118","SNACK"
"OPUD1c3fb3d0344e25bd","10907337","KOREAN"
"OPUD1c3fb3d0344e25bd","10879842","KOREAN"
"OPUD1c3fb3d0344e25bd","10741324","KOREAN"
"OPUD1c3fb3d0344e25bd","10555033","KOREAN"
"OPUD1c3fb3d0344e25bd","10904915","JAPANESE"
"OPUD1c3fb3d0344e25bd","10887560","KOREAN"
"OPUD1c3fb3d0344e25bd","10909116","KOREAN"
"OPUD1c3fb3d0344e25bd","10777909","JAPANESE"
"OPUD1c3fb3d0344e25bd","10867782","KOREAN"
"OPUD1c3fb3d0344e25bd","10887560","KOREAN"
"OPUD24051CEE-75A7-45A9-8E9F-413095E98D5D","10830333","SNACK"
"OPUD24051CEE-75A7-45A9-8E9F-413095E98D5D","10849779","SNACK"
"OPUD24051CEE-75A7-45A9-8E9F-413095E98D5D","10704077","CHICKEN"
"OPUD2a3a22d94e51ab95","10696806","KOREAN"
"OPUD2a3a22d94e51ab95","10590674","KOREAN"
"OPUD2a3a22d94e51ab95","10696806","KOREAN"
"OPUD2a3a22d94e51ab95","10696806","KOREAN"
"OPUD2a3a22d94e51ab95","10885673","FASTFOOD"
"OPUD2a3a22d94e51ab95","10696806","KOREAN"
"OPUD2a3a22d94e51ab95","10696806","KOREAN"
"OPUD2a3a22d94e51ab95","10696806","KOREAN"
"OPUD2a3a22d94e51ab95","10681517","FASTFOOD"
"OPUD2a3a22d94e51ab95","10696806","KOREAN"
"OPUD2a3a22d94e51ab95","10696806","KOREAN"
"OPUD2a3a22d94e51ab95","10714569","KOREAN"
"OPUD2a3a22d94e51ab95","10696806","KOREAN"
"OPUD2a3a22d94e51ab95","10890866","KOREAN"
"OPUD2a3a22d94e51ab95","10746882","JAPANESE"
"OPUD2e666d1cb7f9621a","10483351","KOREAN"
"OPUD2e666d1cb7f9621a","10898070","KOREAN"
"OPUD2fa1b46287d717da","10651412","FASTFOOD"
"OPUD30e33eea81730c6f","10664233","CHINESE"
"OPUD3156de56cb217c2a","10891039","DOSIRAK"
"OPUD3156de56cb217c2a","10895046","DOSIRAK"
"OPUD3156de56cb217c2a","10657950","DOSIRAK"
"OPUD335B03A2-BEBF-4523-B3BF-41FB4C8387D9","10656570","ZZIM_TANG"
"OPUD335B03A2-BEBF-4523-B3BF-41FB4C8387D9","10909955","SNACK"
"OPUD335B03A2-BEBF-4523-B3BF-41FB4C8387D9","10903468","ZZIM_TANG"
"OPUD335B03A2-BEBF-4523-B3BF-41FB4C8387D9","10656570","ZZIM_TANG"
"OPUD335B03A2-BEBF-4523-B3BF-41FB4C8387D9","10903468","ZZIM_TANG"
"OPUD34d00248cb083571","10686011","CHINESE"
"OPUD34d00248cb083571","10686011","CHINESE"
"OPUD34d00248cb083571","10905718","CHICKEN"
"OPUD34d00248cb083571","10785076","SNACK"
"OPUD34d00248cb083571","10512757","CHICKEN"
"OPUD34d00248cb083571","10751124","FASTFOOD"
"OPUD34d00248cb083571","10686011","CHINESE"
"OPUD3A7AF06C-D371-425C-A564-8EF27F3DE146","10676689","KOREAN"
"OPUD3c145aa291d72506","10078257","PIZZA"
"OPUD3c145aa291d72506","10718696","CHICKEN"
"OPUD3c145aa291d72506","10883571","CHICKEN"
"OPUD3c145aa291d72506","10832677","CHICKEN"
"OPUD3c145aa291d72506","10814750","CHICKEN"
"OPUD3c145aa291d72506","10648373","PIZZA"
"OPUD3c145aa291d72506","10777112","CHICKEN"
"OPUD3c145aa291d72506","10742470","PIZZA"
"OPUD3c145aa291d72506","10420612","CHICKEN"
"OPUD3c145aa291d72506","10850383","CHICKEN"
"OPUD3c145aa291d72506","10702506","PIZZA"
"OPUD3c145aa291d72506","10873018","CHICKEN"
"OPUD3c145aa291d72506","10611748","CHICKEN"
"OPUD3c145aa291d72506","10066922","CHICKEN"
"OPUD3c145aa291d72506","10718696","CHICKEN"
"OPUD3c145aa291d72506","10078257","PIZZA"
"OPUD3c145aa291d72506","10910192","CHICKEN"
"OPUD3c145aa291d72506","10702606","PIZZA"
"OPUD3c145aa291d72506","10910192","CHICKEN"
"OPUD3c145aa291d72506","10795137","PIZZA"
"OPUD3c145aa291d72506","10883577","PIZZA"
"OPUD45A976C0-5D6F-4302-98E3-D2C336B25238","10508190","ZZIM_TANG"
"OPUD45A976C0-5D6F-4302-98E3-D2C336B25238","10818604","ZZIM_TANG"
"OPUD45A976C0-5D6F-4302-98E3-D2C336B25238","10508190","ZZIM_TANG"
"OPUD45A976C0-5D6F-4302-98E3-D2C336B25238","10854421","KOREAN"
"OPUD45A976C0-5D6F-4302-98E3-D2C336B25238","10508190","ZZIM_TANG"
"OPUD478a74ac614b5893","10800714","KOREAN"
"OPUD478a74ac614b5893","10680973","KOREAN"
"OPUD478a74ac614b5893","10766127","KOREAN"
"OPUD478a74ac614b5893","10847067","KOREAN"
"OPUD478a74ac614b5893","10766127","KOREAN"
"OPUD478a74ac614b5893","10748535","KOREAN"
"OPUD478a74ac614b5893","10901556","KOREAN"
"OPUD498873a8040dd827","10748296","ZZIM_TANG"
"OPUD498873a8040dd827","10087225","ZZIM_TANG"
"OPUD498873a8040dd827","10646872","ZZIM_TANG"
"OPUD498873a8040dd827","10728082","ZZIM_TANG"
"OPUD498873a8040dd827","10728082","ZZIM_TANG"
"OPUD498873a8040dd827","10087225","ZZIM_TANG"
"OPUD498873a8040dd827","10728082","ZZIM_TANG"
"OPUD498873a8040dd827","10743532","ZZIM_TANG"
"OPUD5011e6da055ac8d0","10575673","CHICKEN"
"OPUD559e9a7b37cd9419","10902476","KOREAN"
"OPUD631cbf42643d66ec","10899200","CHICKEN"
"OPUD631cbf42643d66ec","10899200","CHICKEN"
"OPUD631cbf42643d66ec","10899200","CHICKEN"
"OPUD631cbf42643d66ec","10899200","CHICKEN"
"OPUD631cbf42643d66ec","10562501","CHICKEN"
"OPUD631cbf42643d66ec","10703497","CHICKEN"
"OPUD631cbf42643d66ec","10663606","CHICKEN"
"OPUD631cbf42643d66ec","10899200","CHICKEN"
"OPUD631cbf42643d66ec","10899200","CHICKEN"
"OPUD631cbf42643d66ec","10663606","CHICKEN"
"OPUD631cbf42643d66ec","10899200","CHICKEN"
"OPUD6612a23545c75337","10795035","JAPANESE"
"OPUD6612a23545c75337","10921673","KOREAN"
"OPUD6612a23545c75337","10580918","PIZZA"
"OPUD6612a23545c75337","10821056","CAFE"
"OPUD6612a23545c75337","10851722","CAFE"
"OPUD6612a23545c75337","10612595","KOREAN"
"OPUD6612a23545c75337","10043906","CHICKEN"
"OPUD6612a23545c75337","10740570","KOREAN"
"OPUD6612a23545c75337","10795035","JAPANESE"
"OPUD6612a23545c75337","10740570","KOREAN"
"OPUD6612a23545c75337","10760531","CAFE"
"OPUD6612a23545c75337","10851722","CAFE"
"OPUD6612a23545c75337","10851722","CAFE"
"OPUD6612a23545c75337","10808731","CAFE"
"OPUD6612a23545c75337","10851722","CAFE"
"OPUD6612a23545c75337","10795035","JAPANESE"
"OPUD6612a23545c75337","10921673","KOREAN"
"OPUD6612a23545c75337","10826480","KOREAN"
"OPUD6612a23545c75337","10662318","SNACK"
"OPUD6612a23545c75337","10785483","KOREAN"
"OPUD6612a23545c75337","10760531","CAFE"
"OPUD6612a23545c75337","10869926","CAFE"
"OPUD66A5FC65-2198-4ABA-9490-C43F43C60C74","10829945","FASTFOOD"
"OPUD6a5a5dcd1c6293d3","10894255","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10894255","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10876228","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10920114","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10888405","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10815439","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10876331","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10752213","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10391535","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10888405","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10866337","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10688170","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10741497","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10741497","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10888405","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10894255","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10688170","JAPANESE"
"OPUD6a5a5dcd1c6293d3","10888405","JAPANESE"
"OPUD71d4d1907a3cc696","10596039","PIZZA"
"OPUD767D0942-4DC4-4FD3-92CD-3E15700C81A1","10814091","CHICKEN"
"OPUD767D0942-4DC4-4FD3-92CD-3E15700C81A1","10853913","CHICKEN"
"OPUD767D0942-4DC4-4FD3-92CD-3E15700C81A1","10796865","CHICKEN"
"OPUD7749da30c905c100","10704325","PIZZA"
"OPUD7749da30c905c100","10855650","PIZZA"
"OPUD7749da30c905c100","10704325","PIZZA"
"OPUD7dd1ac9f35e39766","10028612","PIZZA"
"OPUD7dd1ac9f35e39766","10527454","KOREAN"
"OPUD7dd1ac9f35e39766","10649940","SNACK"
"OPUD7dd1ac9f35e39766","10696083","SNACK"
"OPUD7dd1ac9f35e39766","10696083","SNACK"
"OPUD85862c9add6c8a58","10558658","SNACK"
"OPUD85862c9add6c8a58","10813867","FASTFOOD"
"OPUD8bccf17b76c179a7","10044307","CHICKEN"
"OPUD93aed60002e4c19c","10518976","CHINESE"
"OPUD95b1d65dd376466d","10716992","SNACK"
"OPUD95b1d65dd376466d","10887638","CHINESE"
"OPUD95b1d65dd376466d","10926674","CAFE"
"OPUD95b1d65dd376466d","10926674","CAFE"
"OPUD95b1d65dd376466d","10926674","CAFE"
"OPUD95b1d65dd376466d","10844536","JAPANESE"
"OPUD95b1d65dd376466d","10926674","CAFE"
"OPUD95b1d65dd376466d","10757380","CAFE"
"OPUD95b1d65dd376466d","10639677","FASTFOOD"
"OPUD95b1d65dd376466d","10797214","KOREAN"
"OPUD95b1d65dd376466d","10814963","KOREAN"
"OPUD95b1d65dd376466d","10586190","CHINESE"
"OPUD95b1d65dd376466d","10835918","JAPANESE"
"OPUD95b1d65dd376466d","10844536","JAPANESE"
"OPUD95b1d65dd376466d","10791874","DOSIRAK"
"OPUD95b1d65dd376466d","10405010","CHICKEN"
"OPUD971b41f7af0e62e7","10830654","CHICKEN"
"OPUD971b41f7af0e62e7","10830654","CHICKEN"
"OPUD971b41f7af0e62e7","10021394","CHICKEN"
"OPUD971b41f7af0e62e7","10830654","CHICKEN"
"OPUD98F92696-629B-4EC0-9EBA-4F4A01E9F83D","10897331","SNACK"
"OPUD98F92696-629B-4EC0-9EBA-4F4A01E9F83D","10740190","KOREAN"
"OPUD98F92696-629B-4EC0-9EBA-4F4A01E9F83D","10542232","JAPANESE"
"OPUD98F92696-629B-4EC0-9EBA-4F4A01E9F83D","10813132","JAPANESE"
"OPUD98F92696-629B-4EC0-9EBA-4F4A01E9F83D","10767613","DOSIRAK"
"OPUD98F92696-629B-4EC0-9EBA-4F4A01E9F83D","10885852","JAPANESE"
"OPUD98F92696-629B-4EC0-9EBA-4F4A01E9F83D","10796113","JAPANESE"
"OPUD98F92696-629B-4EC0-9EBA-4F4A01E9F83D","10513726","JAPANESE"
"OPUD98F92696-629B-4EC0-9EBA-4F4A01E9F83D","10920492","JAPANESE"
"OPUD98F92696-629B-4EC0-9EBA-4F4A01E9F83D","10671219","KOREAN"
"OPUD98F92696-629B-4EC0-9EBA-4F4A01E9F83D","10920492","JAPANESE"
"OPUD98F92696-629B-4EC0-9EBA-4F4A01E9F83D","10542232","JAPANESE"
"OPUD98F92696-629B-4EC0-9EBA-4F4A01E9F83D","10900483","JAPANESE"
"OPUD98F92696-629B-4EC0-9EBA-4F4A01E9F83D","10885852","JAPANESE"
"OPUD98F92696-629B-4EC0-9EBA-4F4A01E9F83D","10882257","JAPANESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10771569","CHINESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10816186","CHINESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10387760","CHINESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10839514","CHINESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10387760","CHINESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10541255","CHINESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10816186","CHINESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10541255","CHINESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10677324","CHINESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10416672","CHINESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10541255","CHINESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10839514","CHINESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10541255","CHINESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10416672","CHINESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10791032","CHINESE"
"OPUD9B66BD9F-F814-4305-954D-62ACA65869E0","10387760","CHINESE"
"OPUD9ac4af9e004226be","10727993","FASTFOOD"
"OPUD9ac4af9e004226be","10669352","JAPANESE"
"OPUD9ac4af9e004226be","10790825","FASTFOOD"
"OPUD9d6245f8853f857e","10636363","KOREAN"
"OPUDA869DAF5-E964-42AE-9D5F-4DEACF7972CC","10843639","PIZZA"
"OPUDA869DAF5-E964-42AE-9D5F-4DEACF7972CC","10824980","PIZZA"
"OPUDA869DAF5-E964-42AE-9D5F-4DEACF7972CC","10843639","PIZZA"
"OPUDA869DAF5-E964-42AE-9D5F-4DEACF7972CC","10587952","PIZZA"
"OPUDA869DAF5-E964-42AE-9D5F-4DEACF7972CC","10607771","PIZZA"
"OPUDA869DAF5-E964-42AE-9D5F-4DEACF7972CC","10824980","PIZZA"
"OPUDA869DAF5-E964-42AE-9D5F-4DEACF7972CC","10843639","PIZZA"
"OPUDA869DAF5-E964-42AE-9D5F-4DEACF7972CC","10843639","PIZZA"
"OPUDA869DAF5-E964-42AE-9D5F-4DEACF7972CC","10610673","PIZZA"
"OPUDA869DAF5-E964-42AE-9D5F-4DEACF7972CC","10515270","PIZZA"
"OPUDA869DAF5-E964-42AE-9D5F-4DEACF7972CC","10415055","PIZZA"
"OPUDA869DAF5-E964-42AE-9D5F-4DEACF7972CC","10665594","PIZZA"
"OPUDA879E2D3-1344-4BBF-8208-B2EC2C115D70","10906434","KOREAN"
"OPUDA879E2D3-1344-4BBF-8208-B2EC2C115D70","10824268","KOREAN"
"OPUDAF5C1CB3-62E4-40A8-A942-FD20DAA67092","10571252","SNACK"
"OPUDD899F9F3-5226-4A49-91A6-C5A548E7D8C5","10650422","CHINESE"
"OPUDD899F9F3-5226-4A49-91A6-C5A548E7D8C5","10201154","CHINESE"
"OPUDD899F9F3-5226-4A49-91A6-C5A548E7D8C5","10201154","CHINESE"
"OPUDD899F9F3-5226-4A49-91A6-C5A548E7D8C5","10901963","CHINESE"
"OPUDD899F9F3-5226-4A49-91A6-C5A548E7D8C5","10829600","CHINESE"
"OPUDD899F9F3-5226-4A49-91A6-C5A548E7D8C5","10909245","CHINESE"
"OPUDD899F9F3-5226-4A49-91A6-C5A548E7D8C5","10497069","CHINESE"
"OPUDE9ED10E5-D2C9-4EF3-B437-6B491E0F1E86","10699862","CHICKEN"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10849772","NIGHTSNACK"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10857382","CHINESE"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10615560","SNACK"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10876499","FASTFOOD"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10649696","KOREAN"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10907945","CHINESE"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10631126","PIZZA"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10849772","NIGHTSNACK"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10882932","PIZZA"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10910002","NIGHTSNACK"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10658960","CHICKEN"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10064508","CHICKEN"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10743493","CHICKEN"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10658892","ZZIM_TANG"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10876499","FASTFOOD"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10658892","ZZIM_TANG"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10499589","ZZIM_TANG"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10393453","SNACK"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10694265","FASTFOOD"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10686009","SNACK"
"OPUDF0940481-5C71-4C40-A489-E3262698AA0C","10764920","FASTFOOD"
"OPUDF4A35C0F-D0A6-4723-9D15-184FBC6163A1","10520927","CHICKEN"
"OPUDF634DB58-C621-4438-A817-C0AA8EF4F306","10589818","CHICKEN"
"OPUDF8DA1DBF-5D2D-4C2A-A77D-0036431BF276","10887466","CHICKEN"
"OPUDa0f8c3a158085d8e","10920979","JAPANESE"
"OPUDa0f8c3a158085d8e","10880060","KOREAN"
"OPUDa0f8c3a158085d8e","10790833","KOREAN"
"OPUDa0f8c3a158085d8e","10918530","KOREAN"
"OPUDa0f8c3a158085d8e","10655660","KOREAN"
"OPUDa0f8c3a158085d8e","10920979","JAPANESE"
"OPUDa0f8c3a158085d8e","10895297","KOREAN"
"OPUDa0f8c3a158085d8e","10895297","KOREAN"
"OPUDa0f8c3a158085d8e","10790833","KOREAN"
"OPUDa0f8c3a158085d8e","10920979","JAPANESE"
"OPUDa0f8c3a158085d8e","10657449","KOREAN"
"OPUDa0f8c3a158085d8e","10917321","KOREAN"
"OPUDa0f8c3a158085d8e","10608447","KOREAN"
"OPUDa0f8c3a158085d8e","10917321","KOREAN"
"OPUDa0f8c3a158085d8e","10655660","KOREAN"
"OPUDa0f8c3a158085d8e","10790833","KOREAN"
"OPUDb08e36ff55517539","10871861","SNACK"
"OPUDb692bba52264b19a","10563744","SNACK"
"OPUDbbae1fbdc6b62146","10736593","JOKBAL"
"OPUDbbae1fbdc6b62146","10544164","JOKBAL"
"OPUDbf6ea87bc8a9945a","10683010","FASTFOOD"
"OPUDbf6ea87bc8a9945a","10679299","FASTFOOD"
"OPUDc2a8ec685581fb51","10842509","CHICKEN"
"OPUDc2a8ec685581fb51","10685751","KOREAN"
"OPUDc2a8ec685581fb51","10905874","SNACK"
"OPUDc2a8ec685581fb51","10861537","NIGHTSNACK"
"OPUDc2a8ec685581fb51","10642794","NIGHTSNACK"
"OPUDc2a8ec685581fb51","10861537","NIGHTSNACK"
"OPUDc2a8ec685581fb51","10861537","NIGHTSNACK"
"OPUDc2a8ec685581fb51","10805209","NIGHTSNACK"
"OPUDc2a8ec685581fb51","10645892","SNACK"
"OPUDc2a8ec685581fb51","10805209","NIGHTSNACK"
"OPUDc36eee4d76f80494","10619831","JAPANESE"
"OPUDc36eee4d76f80494","10881795","JAPANESE"
"OPUDc36eee4d76f80494","10798051","JAPANESE"
"OPUDc36eee4d76f80494","10861389","JAPANESE"
"OPUDc78786e56d4b7887","10866588","NIGHTSNACK"
"OPUDc78786e56d4b7887","10664535","NIGHTSNACK"
"OPUDd9d5af4ddd60498b","10890795","CHICKEN"
"OPUDd9d5af4ddd60498b","10907069","CHICKEN"
"OPUDd9d5af4ddd60498b","10907069","CHICKEN"
"OPUDd9d5af4ddd60498b","10722271","CHICKEN"
"OPUDd9d5af4ddd60498b","10907069","CHICKEN"
"OPUDd9d5af4ddd60498b","10656263","CHICKEN"
"OPUDda3f1bec9f140886","10735660","CHICKEN"
"OPUDdd7c75631bb3dd57","10773524","KOREAN"
"OPUDe13f6fd34574ccc5","10712790","SNACK"
"OPUDe13f6fd34574ccc5","10643658","SNACK"
"OPUDe13f6fd34574ccc5","10906672","SNACK"
"OPUDe13f6fd34574ccc5","10795469","SNACK"
"OPUDe13f6fd34574ccc5","10906672","SNACK"
"OPUDe13f6fd34574ccc5","10735559","SNACK"
"OPUDe13f6fd34574ccc5","10882752","SNACK"
"OPUDe13f6fd34574ccc5","10904104","SNACK"
"OPUDe13f6fd34574ccc5","10882752","SNACK"
"OPUDe13f6fd34574ccc5","10914068","JAPANESE"
"OPUDf75af524de1ae377","10835105","FASTFOOD"
"OPUDf75af524de1ae377","10839762","JAPANESE"
"OPUDf7a4727a8c9c1f8d","10762157","JAPANESE"
"OPUDf7a4727a8c9c1f8d","10899435","NIGHTSNACK"
"OPUDf7a4727a8c9c1f8d","10847353","JAPANESE"
"OPUDf7a4727a8c9c1f8d","10804545","CAFE"
"OPUDf7a4727a8c9c1f8d","10821309","JAPANESE"
"OPUDf7a4727a8c9c1f8d","10906024","JOKBAL"
"OPUDf7a4727a8c9c1f8d","10748807","JAPANESE"
"OPUDf7a4727a8c9c1f8d","10646982","JOKBAL"
"OPUDf7a4727a8c9c1f8d","10704877","JOKBAL"
"OPUDf7a4727a8c9c1f8d","10716372","JOKBAL"
"OPUDf7a4727a8c9c1f8d","10646982","JOKBAL"
"OPUDf7a4727a8c9c1f8d","10773528","SNACK"
"OPUDf7a4727a8c9c1f8d","10912507","JOKBAL"
"OPUDf7a4727a8c9c1f8d","10874092","NIGHTSNACK"
"OPUDf7a4727a8c9c1f8d","10911392","NIGHTSNACK"
"OPUDf7a4727a8c9c1f8d","10827330","SNACK"
"OPUDf7a4727a8c9c1f8d","10874092","NIGHTSNACK"
"OPUDf7a4727a8c9c1f8d","10851703","JAPANESE"
"OPUDf7a4727a8c9c1f8d","10924226","DOSIRAK"
"OPUDf7a4727a8c9c1f8d","10841248","NIGHTSNACK"
"OPUDf7a4727a8c9c1f8d","10716372","JOKBAL"
"OPUDf7a4727a8c9c1f8d","10482785","JOKBAL"
"OPUDf7a4727a8c9c1f8d","10646982","JOKBAL"
"OPUDf7a4727a8c9c1f8d","10708912","NIGHTSNACK"
"OPUDf7a4727a8c9c1f8d","10899435","NIGHTSNACK"
"OPUDf7a4727a8c9c1f8d","10866203","CHINESE"
"OPUDf7a4727a8c9c1f8d","10716372","JOKBAL"
"OPUDf7a4727a8c9c1f8d","10482785","JOKBAL"
"OPUDf7a7e47a860ebc82","10723169","FASTFOOD"
"OPUDf7a7e47a860ebc82","10794337","CHINESE"
"OPUDf7a7e47a860ebc82","10845603","CHINESE"
"OPUDf7a7e47a860ebc82","10865036","KOREAN"
"OPUDf7a7e47a860ebc82","10528729","FASTFOOD"
"OPUDf7a7e47a860ebc82","10805587","KOREAN"
"OPUDf7a7e47a860ebc82","10808910","FASTFOOD"
"OPUDf7a7e47a860ebc82","10528729","FASTFOOD"
"OPUDf7a7e47a860ebc82","10528729","FASTFOOD"
"OPUDf7a7e47a860ebc82","10528729","FASTFOOD"
"OPUD0C454D69-85C4-437C-9243-837CBA4AE246","10866269","CHICKEN"
"OPUD0C454D69-85C4-437C-9243-837CBA4AE246","10409321","CHICKEN"
"OPUD0C454D69-85C4-437C-9243-837CBA4AE246","10070824","CHICKEN"
"OPUD0C454D69-85C4-437C-9243-837CBA4AE246","10409321","CHICKEN"
"OPUD113a2b813d87e8c2","10789998","SNACK"
"OPUD113a2b813d87e8c2","10849616","NIGHTSNACK"
"OPUD113a2b813d87e8c2","10895579","CAFE"
"OPUD113a2b813d87e8c2","10460867","JAPANESE"
"OPUD113a2b813d87e8c2","10923836","NIGHTSNACK"
"OPUD113a2b813d87e8c2","10460867","JAPANESE"
"OPUD113a2b813d87e8c2","10747355","KOREAN"
"OPUD113a2b813d87e8c2","10751599","NIGHTSNACK"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10645871","SNACK"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10816603","CHICKEN"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10834468","SNACK"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10667969","SNACK"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10420313","CHICKEN"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10876315","DOSIRAK"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10668896","SNACK"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10782099","SNACK"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10691861","CHICKEN"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10816603","CHICKEN"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10816603","CHICKEN"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10860190","SNACK"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10892138","SNACK"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10546426","SNACK"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10904322","SNACK"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10714556","SNACK"
"OPUD1368B78D-9911-44E0-BAE0-3F10D16E1883","10924833","SNACK"
